Subtotal Area	PHIL COLLINS	ROQUE "ROCKY" DE LA FUENTE	CHARLES KRAUT	J.R. MYERS	DON BLANKENSHIP	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Total Votes	Write-in Votes
Precinct 9407 - Election Day	0	0	0	1	0	201	2	0	0	0	2	1
Precinct 9407	0	0	0	1	0	913	7	0	0	5	2	1
Precinct 9408 - Vote By Mail	0	0	0	0	0	711	2	0	0	2	0	0
Precinct 9408 - Election Day	1	0	0	0	0	152	1	0	0	0	1	0
Precinct 9408	1	0	0	0	0	863	3	0	0	2	1	0
Precinct 9409 - Vote By Mail	0	0	0	0	0	443	5	0	0	5	0	0
Precinct 9409 - Election Day	0	0	0	0	0	158	0	0	0	0	0	0
Precinct 9409	0	0	0	0	0	601	5	0	0	5	0	0
Precinct 9411 - Vote By Mail	0	2	1	0	0	816	6	0	0	3	3	0
Precinct 9411 - Election Day	0	0	0	0	0	191	0	0	0	0	0	0
Precinct 9411	0	2	1	0	0	1,007	6	0	0	3	3	0
Precinct 9412 - Vote By Mail	0	0	0	1	1	668	4	0	0	2	2	0
Precinct 9412 - Election Day	0	0	0	0	0	202	0	0	0	0	0	0
Precinct 9412	0	0	0	1	1	870	4	0	0	2	2	0
Precinct 9413 - Vote By Mail	0	0	0	0	0	757	2	0	0	2	0	0
Precinct 9413 - Election Day	1	0	0	0	0	179	1	0	0	0	1	0
Precinct 9413	1	0	0	0	0	936	3	0	0	2	1	0
Precinct 9414 - Vote By Mail	2	1	0	0	1	734	9	0	0	5	4	0
Precinct 9414 - Election Day	0	0	0	1	0	186	1	0	0	0	1	0
Precinct 9414	2	1	0	1	1	920	10	0	0	5	5	0
Precinct 9415 - Vote By Mail	0	0	0	0	0	634	5	0	0	5	0	0
Precinct 9415 - Election Day	1	0	0	0	0	154	1	0	0	0	1	0
Precinct 9415	1	0	0	0	0	788	6	0	0	5	1	0
Precinct 9416 - Vote By Mail	0	0	0	1	0	769	4	0	0	3	1	0
Precinct 9416 - Election Day	1	0	0	0	0	230	3	0	0	1	2	1
Precinct 9416	1	0	0	1	0	999	7	0	0	4	3	1
Precinct 9417 - Vote By Mail	0	0	0	0	0	629	5	0	0	5	0	0
Precinct 9417 - Election Day	1	0	0	0	1	145	6	0	0	4	2	0
Precinct 9417	1	0	0	0	1	774	11	0	0	9	2	0
Precinct 9418 - Vote By Mail	3	0	0	0	0	631	5	0	0	2	3	0
Precinct 9418 - Election Day	0	0	0	1	0	188	1	0	0	0	1	0
Precinct 9418	3	0	0	1	0	819	6	0	0	2	4	0
Precinct 9419 - Vote By Mail	1	0	0	0	0	736	1	0	0	0	1	0
Precinct 9419 - Election Day	0	0	0	0	0	173	0	0	0	0	0	0
Precinct 9419	1	0	0	0	0	909	1	0	0	0	1	0
Precinct 9421 - Vote By Mail	1	1	0	0	0	752	7	0	0	5	2	0
Precinct 9421 - Election Day	0	0	0	0	0	173	0	0	0	0	0	0
Precinct 9421	1	1	0	0	0	925	7	0	0	5	2	0
Precinct 9422 - Vote By Mail	0	0	0	0	1	831	6	0	0	5	1	0
Precinct 9422 - Election Day	0	1	0	0	0	270	3	0	0	2	1	0
Precinct 9422	0	1	0	0	1	1,101	9	0	0	7	2	0
Precinct 9423 - Vote By Mail	1	0	0	0	0	714	3	0	0	2	1	0
Precinct 9423 - Election Day	1	0	0	0	0	190	2	0	0	1	1	0
Precinct 9423	2	0	0	0	0	904	5	0	0	3	2	0
Precinct 9424 - Vote By Mail	0	1	0	1	1	799	6	0	0	3	3	0
Precinct 9424 - Election Day	0	1	1	0	0	210	3	0	0	1	2	0
Precinct 9424	0	2	1	1	1	1,009	9	0	0	4	5	0
Precinct 9425 - Vote By Mail	2	1	0	0	0	789	5	0	0	2	3	0
Precinct 9425 - Election Day	0	0	0	0	1	187	2	0	0	1	1	0
Precinct 9425	2	1	0	0	1	976	7	0	0	3	4	0
Precinct 9426 - Vote By Mail	2	1	1	1	0	697	10	0	0	5	5	0
Precinct 9426 - Election Day	1	0	0	0	0	156	2	0	0	0	2	1
Precinct 9426	3	1	1	1	0	853	12	0	0	5	7	1
Precinct 9427 - Vote By Mail	0	0	1	1	0	799	5	0	0	3	2	0
Precinct 9427 - Election Day	2	1	0	0	0	188	3	0	0	0	3	0
Precinct 9427	2	1	1	1	0	987	8	0	0	3	5	0
Precinct 9428 - Vote By Mail	0	0	0	0	0	811	4	0	0	4	0	0
Precinct 9428 - Election Day	0	0	0	0	0	179	1	0	0	1	0	0
Precinct 9428	0	0	0	0	0	990	5	0	0	5	0	0
Precinct 9429 - Vote By Mail	0	0	0	1	0	709	4	0	0	3	1	0
Precinct 9429 - Election Day	0	0	0	0	0	197	0	0	0	0	0	0
Precinct 9429	0	0	0	1	0	906	4	0	0	3	1	0
Precinct 9431 - Vote By Mail	2	0	1	0	0	832	7	0	0	4	3	0
Precinct 9431 - Election Day	1	1	1	0	0	204	6	0	0	2	4	1
Precinct 9431	3	1	2	0	0	1,036	13	0	0	6	7	1
Precinct 9432 - Vote By Mail	0	0	0	0	0	743	2	0	0	2	0	0
Precinct 9432 - Election Day	0	0	0	0	0	215	0	0	0	0	0	0
Precinct 9432	0	0	0	0	0	958	2	0	0	2	0	0
Precinct 9433 - Vote By Mail	0	0	0	0	0	794	5	0	0	5	0	0
Precinct 9433 - Election Day	1	0	0	0	0	164	1	0	0	0	1	0
Precinct 9433	1	0	0	0	0	958	6	0	0	5	1	0
Precinct 9434 - Vote By Mail	0	1	1	0	0	785	7	0	0	5	2	0
Precinct 9434 - Election Day	0	0	0	0	0	227	0	0	0	0	0	0
Precinct 9434	0	1	1	0	0	1,012	7	0	0	5	2	0
Precinct 9435 - Vote By Mail	0	1	0	0	0	779	6	0	0	5	1	0
Precinct 9435 - Election Day	1	0	0	0	0	225	4	0	0	3	1	0
Precinct 9435	1	1	0	0	0	1,004	10	0	0	8	2	0
Precinct 9436 - Vote By Mail	0	0	0	0	0	842	3	0	0	3	0	0
Precinct 9436 - Election Day	0	0	0	0	0	226	0	0	0	0	0	0
Precinct 9436	0	0	0	0	0	1,068	3	0	0	3	0	0
Precinct 9437 - Vote By Mail	0	0	0	1	1	736	4	0	0	2	2	0
Precinct 9437 - Election Day	0	0	0	0	1	191	4	0	0	2	2	1
Precinct 9437	0	0	0	1	2	927	8	0	0	4	4	1
Precinct 9438 - Vote By Mail	1	0	0	1	0	837	4	0	0	2	2	0
Precinct 9438 - Election Day	1	0	0	0	0	152	3	0	0	1	2	1
Precinct 9438	2	0	0	1	0	989	7	0	0	3	4	1
Precinct 9439 - Vote By Mail	0	0	0	0	0	718	2	0	0	2	0	0
Precinct 9439 - Election Day	1	0	0	1	0	199	3	0	0	1	2	0
Precinct 9439	1	0	0	1	0	917	5	0	0	3	2	0
Precinct 9441 - Vote By Mail	2	0	0	0	0	778	8	0	0	6	2	0
Precinct 9441 - Election Day	1	0	0	0	0	193	3	0	0	1	2	1
Precinct 9441	3	0	0	0	0	971	11	0	0	7	4	1
Precinct 9442 - Vote By Mail	1	1	1	0	0	830	6	0	0	3	3	0
Precinct 9442 - Election Day	0	1	0	0	1	210	2	0	0	0	2	0
Precinct 9442	1	2	1	0	1	1,040	8	0	0	3	5	0
Precinct 9443 - Vote By Mail	0	0	0	0	0	760	2	0	0	2	0	0
Precinct 9443 - Election Day	0	0	0	0	0	195	2	0	0	1	1	1
Precinct 9443	0	0	0	0	0	955	4	0	0	3	1	1
Precinct 9444 - Vote By Mail	1	2	0	0	0	768	4	0	0	1	3	0
Precinct 9444 - Election Day	0	1	0	0	0	197	2	0	0	0	2	1
Precinct 9444	1	3	0	0	0	965	6	0	0	1	5	1
Precinct 9445 - Vote By Mail	0	0	2	0	0	830	6	0	0	4	2	0
Precinct 9445 - Election Day	0	0	0	1	1	166	3	0	0	1	2	0
Precinct 9445	0	0	2	1	1	996	9	0	0	5	4	0
Precinct 9446 - Vote By Mail	1	0	0	1	0	900	5	0	0	3	2	0
Precinct 9446 - Election Day	0	0	0	0	0	216	1	0	0	1	0	0
Precinct 9446	1	0	0	1	0	1,116	6	0	0	4	2	0
Precinct 9447 - Vote By Mail	0	0	3	0	1	729	9	0	0	5	4	0
Precinct 9447 - Election Day	0	0	0	0	0	192	1	0	0	0	1	1
Precinct 9447	0	0	3	0	1	921	10	0	0	5	5	1
Precinct 9448 - Vote By Mail	0	0	0	0	0	742	2	0	0	2	0	0
Precinct 9448 - Election Day	0	0	0	0	0	198	2	0	0	2	0	0
Precinct 9448	0	0	0	0	0	940	4	0	0	4	0	0
Precinct 9449 - Vote By Mail	2	1	0	0	0	719	6	0	0	3	3	0
Precinct 9449 - Election Day	0	0	0	0	0	162	0	0	0	0	0	0
Precinct 9449	2	1	0	0	0	881	6	0	0	3	3	0
Precinct 9451 - Vote By Mail	0	0	0	0	0	353	2	0	0	2	0	0
Precinct 9451 - Election Day	0	0	0	0	0	88	1	0	0	0	1	1
Precinct 9451	0	0	0	0	0	441	3	0	0	2	1	1
Precinct 9452 - Vote By Mail	0	0	0	1	1	647	5	0	0	3	2	0
Precinct 9452 - Election Day	1	0	0	0	0	195	2	0	0	1	1	0
Precinct 9452	1	0	0	1	1	842	7	0	0	4	3	0
Precinct 9453 - Vote By Mail	1	0	0	0	0	409	5	0	0	4	1	0
Precinct 9453 - Election Day	0	0	0	0	0	115	1	0	0	0	1	1
Precinct 9453	1	0	0	0	0	524	6	0	0	4	2	1
Precinct 9501 MB - Vote By Mail	0	0	0	0	0	158	0	0	0	0	0	0
Precinct 9501 MB - Election Day	0	0	0	0	0	-8	0	0	0	0	0	0
Precinct 9501 MB	0	0	0	0	0	150	0	0	0	0	0	0
Precinct 9502 MB - Vote By Mail	0	0	0	0	0	294	3	0	0	3	0	0
Precinct 9502 MB - Election Day	0	0	0	0	0	-43	1	0	0	1	0	0
Precinct 9502 MB	0	0	0	0	0	251	4	0	0	4	0	0
Precinct 9503/9504 - Vote By Mail	0	0	0	0	0	550	0	0	0	0	0	0
Precinct 9503/9504 - Election Day	1	0	0	0	0	150	2	0	0	1	1	0
Precinct 9503/9504	1	0	0	0	0	700	2	0	0	1	1	0
Precinct 9505 - Vote By Mail	1	0	1	1	0	589	4	0	0	1	3	0
Precinct 9505 - Election Day	1	1	0	2	0	176	6	0	0	2	4	0
Precinct 9505	2	1	1	3	0	765	10	0	0	3	7	0
Precinct 9506 - Vote By Mail	0	0	0	0	0	547	1	0	0	1	0	0
Precinct 9506 - Election Day	0	0	1	0	0	207	2	0	0	0	2	1
Precinct 9506	0	0	1	0	0	754	3	0	0	1	2	1
Precinct 9507 - Vote By Mail	0	0	0	0	0	556	1	0	0	1	0	0
Precinct 9507 - Election Day	0	1	0	0	0	160	1	0	0	0	1	0
Precinct 9507	0	1	0	0	0	716	2	0	0	1	1	0
Precinct 9508 - Vote By Mail	0	0	0	0	0	632	0	0	0	0	0	0
Precinct 9508 - Election Day	0	0	0	0	1	148	1	0	0	0	1	0
Precinct 9508	0	0	0	0	1	780	1	0	0	0	1	0
Precinct 9509 - Vote By Mail	0	0	0	0	0	585	1	0	0	1	0	0
Precinct 9509 - Election Day	0	0	0	0	0	142	0	0	0	0	0	0
Precinct 9509	0	0	0	0	0	727	1	0	0	1	0	0
Precinct 9511 - Vote By Mail	0	0	0	0	0	458	4	0	0	4	0	0
Precinct 9511 - Election Day	1	0	0	0	0	176	2	0	0	1	1	0
Precinct 9511	1	0	0	0	0	634	6	0	0	5	1	0
Precinct 9512 - Vote By Mail	0	0	0	0	0	617	1	0	0	1	0	0
Precinct 9512 - Election Day	0	0	0	0	0	160	1	0	0	1	0	0
Precinct 9512	0	0	0	0	0	777	2	0	0	2	0	0
Precinct 9513 - Vote By Mail	0	1	0	2	0	686	9	0	0	6	3	0
Precinct 9513 - Election Day	0	0	0	1	0	191	2	0	0	1	1	0
Precinct 9513	0	1	0	3	0	877	11	0	0	7	4	0
Precinct 9514/9522 - Vote By Mail	0	1	0	0	0	713	4	0	0	3	1	0
Precinct 9514/9522 - Election Day	0	0	0	0	0	183	0	0	0	0	0	0
Precinct 9514/9522	0	1	0	0	0	896	4	0	0	3	1	0
Precinct 9515 - Vote By Mail	1	0	0	0	0	543	3	0	0	2	1	0
Precinct 9515 - Election Day	0	0	0	0	1	169	2	0	0	1	1	0
Precinct 9515	1	0	0	0	1	712	5	0	0	3	2	0
Precinct 9516 - Vote By Mail	1	0	0	3	1	705	9	0	0	4	5	0
Precinct 9516 - Election Day	0	0	0	1	0	184	4	0	0	1	3	2
Precinct 9516	1	0	0	4	1	889	13	0	0	5	8	2
Precinct 9517 - Vote By Mail	1	0	0	0	0	626	1	0	0	0	1	0
Precinct 9517 - Election Day	0	0	0	0	1	162	2	0	0	0	2	1
Precinct 9517	1	0	0	0	1	788	3	0	0	0	3	1
Precinct 9518 - Vote By Mail	0	0	0	0	0	642	4	0	0	4	0	0
Precinct 9518 - Election Day	0	0	0	0	0	146	0	0	0	0	0	0
Precinct 9518	0	0	0	0	0	788	4	0	0	4	0	0
Precinct 9519 - Vote By Mail	0	0	0	0	0	693	1	0	0	1	0	0
Precinct 9519 - Election Day	1	1	0	0	1	198	3	0	0	0	3	0
Precinct 9519	1	1	0	0	1	891	4	0	0	1	3	0
Precinct 9521 - Vote By Mail	0	1	1	0	0	687	2	0	0	0	2	0
Precinct 9521 - Election Day	0	1	0	0	0	214	2	0	0	0	2	1
Precinct 9521	0	2	1	0	0	901	4	0	0	0	4	1
Precinct 9701 - Vote By Mail	0	0	0	0	0	498	3	0	0	3	0	0
Precinct 9701 - Election Day	0	1	0	0	0	156	1	0	0	0	1	0
Precinct 9701	0	1	0	0	0	654	4	0	0	3	1	0
Precinct 9702 - Vote By Mail	0	0	0	0	0	554	2	0	0	2	0	0
Precinct 9702 - Election Day	0	0	0	0	0	166	0	0	0	0	0	0
Precinct 9702	0	0	0	0	0	720	2	0	0	2	0	0
Precinct 9703 - Vote By Mail	0	0	1	0	0	809	3	0	0	2	1	0
Precinct 9703 - Election Day	0	0	0	0	0	182	3	0	0	2	1	1
Precinct 9703	0	0	1	0	0	991	6	0	0	4	2	1
Precinct 9704 - Vote By Mail	1	0	0	1	0	760	3	0	0	1	2	0
Precinct 9704 - Election Day	0	0	0	0	0	199	6	0	0	6	0	0
Precinct 9704	1	0	0	1	0	959	9	0	0	7	2	0
Precinct 9705 - Vote By Mail	0	0	0	0	0	754	4	0	0	4	0	0
Precinct 9705 - Election Day	0	0	0	0	0	175	1	0	0	1	0	0
Precinct 9705	0	0	0	0	0	929	5	0	0	5	0	0
Precinct 9706 MB - Vote By Mail	0	0	0	0	0	57	0	0	0	0	0	0
Precinct 9706 MB - Election Day	0	0	0	0	0	-8	0	0	0	0	0	0
Precinct 9706 MB	0	0	0	0	0	49	0	0	0	0	0	0
Precinct 9707 - Vote By Mail	1	0	0	0	0	687	2	0	0	1	1	0
Precinct 9707 - Election Day	0	0	0	0	0	139	0	0	0	0	0	0
Precinct 9707	1	0	0	0	0	826	2	0	0	1	1	0
Precinct 9708 - Vote By Mail	1	0	0	1	0	786	4	0	0	2	2	0
Precinct 9708 - Election Day	0	0	0	0	0	175	0	0	0	0	0	0
Precinct 9708	1	0	0	1	0	961	4	0	0	2	2	0
Precinct 9709 - Vote By Mail	1	0	0	0	0	831	8	0	0	7	1	0
Precinct 9709 - Election Day	0	1	0	0	0	209	2	0	0	0	2	1
Precinct 9709	1	1	0	0	0	1,040	10	0	0	7	3	1
Precinct 9711 - Vote By Mail	1	0	1	0	1	502	5	0	0	2	3	0
Precinct 9711 - Election Day	0	0	0	1	0	144	3	0	0	2	1	0
Precinct 9711	1	0	1	1	1	646	8	0	0	4	4	0
Precinct 9712 - Vote By Mail	1	0	0	0	0	534	2	0	0	1	1	0
Precinct 9712 - Election Day	0	0	0	0	0	127	1	0	0	1	0	0
Precinct 9712	1	0	0	0	0	661	3	0	0	2	1	0
Precinct 9713 - Vote By Mail	0	0	0	0	1	747	5	0	0	4	1	0
Precinct 9713 - Election Day	0	0	0	1	0	203	2	0	0	1	1	0
Precinct 9713	0	0	0	1	1	950	7	0	0	5	2	0
Precinct 9714 - Vote By Mail	1	0	0	0	0	795	6	0	0	5	1	0
Precinct 9714 - Election Day	1	0	0	0	0	156	1	0	0	0	1	0
Precinct 9714	2	0	0	0	0	951	7	0	0	5	2	0
Precinct 9715 - Vote By Mail	0	0	0	0	0	449	1	0	0	1	0	0
Precinct 9715 - Election Day	0	0	0	0	0	130	3	0	0	2	1	1
Precinct 9715	0	0	0	0	0	579	4	0	0	3	1	1
Precinct 9716 - Vote By Mail	1	0	0	1	0	745	6	0	0	4	2	0
Precinct 9716 - Election Day	0	0	0	0	0	221	0	0	0	0	0	0
Precinct 9716	1	0	0	1	0	966	6	0	0	4	2	0
Precinct 9717 - Vote By Mail	0	0	0	0	0	753	5	0	0	5	0	0
Precinct 9717 - Election Day	1	0	0	0	0	224	7	0	0	3	4	3
Precinct 9717	1	0	0	0	0	977	12	0	0	8	4	3
Precinct 9718 - Vote By Mail	0	0	0	0	1	749	3	0	0	2	1	0
Precinct 9718 - Election Day	1	0	0	0	0	152	2	0	0	1	1	0
Precinct 9718	1	0	0	0	1	901	5	0	0	3	2	0
Precinct 9719 - Vote By Mail	0	1	0	0	1	747	13	0	0	11	2	0
Precinct 9719 - Election Day	0	0	0	0	0	173	5	0	0	4	1	1
Precinct 9719	0	1	0	0	1	920	18	0	0	15	3	1
Precinct 9721 - Vote By Mail	1	0	0	0	0	498	4	0	0	3	1	0
Precinct 9721 - Election Day	0	0	0	0	0	164	0	0	0	0	0	0
Precinct 9721	1	0	0	0	0	662	4	0	0	3	1	0
Precinct 9722 - Vote By Mail	0	0	0	0	0	513	5	0	0	5	0	0
Precinct 9722 - Election Day	0	0	0	0	0	84	0	0	0	0	0	0
Precinct 9722	0	0	0	0	0	597	5	0	0	5	0	0
Precinct 9723 - Vote By Mail	0	0	0	0	1	436	6	0	0	5	1	0
Precinct 9723 - Election Day	0	0	0	0	0	72	2	0	0	1	1	1
Precinct 9723	0	0	0	0	1	508	8	0	0	6	2	1
Precinct 9724 - Vote By Mail	3	0	0	1	0	851	7	0	0	3	4	0
Precinct 9724 - Election Day	0	1	0	0	0	169	1	0	0	0	1	0
Precinct 9724	3	1	0	1	0	1,020	8	0	0	3	5	0
Precinct 9725 - Vote By Mail	1	0	0	0	1	814	8	0	0	6	2	0
Precinct 9725 - Election Day	0	0	0	1	0	157	2	0	0	1	1	0
Precinct 9725	1	0	0	1	1	971	10	0	0	7	3	0
Precinct 9726 - Vote By Mail	0	0	0	0	0	630	0	0	0	0	0	0
Precinct 9726 - Election Day	1	0	0	0	0	-14	3	0	0	1	2	1
Precinct 9726	1	0	0	0	0	616	3	0	0	1	2	1
Precinct 9727 - Vote By Mail	0	0	0	0	0	404	4	0	0	4	0	0
Precinct 9727 - Election Day	0	0	0	0	0	56	0	0	0	0	0	0
Precinct 9727	0	0	0	0	0	460	4	0	0	4	0	0
Precinct 9728 - Vote By Mail	0	1	0	0	0	751	3	0	0	2	1	0
Precinct 9728 - Election Day	1	0	0	0	0	212	2	0	0	1	1	0
Precinct 9728	1	1	0	0	0	963	5	0	0	3	2	0
Precinct 9729 - Vote By Mail	0	0	0	0	0	654	5	0	0	5	0	0
Precinct 9729 - Election Day	1	0	0	0	0	164	3	0	0	1	2	1
Precinct 9729	1	0	0	0	0	818	8	0	0	6	2	1
Precinct 9731 - Vote By Mail	0	0	1	0	0	436	5	0	0	4	1	0
Precinct 9731 - Election Day	1	0	0	0	0	143	4	0	0	3	1	0
Precinct 9731	1	0	1	0	0	579	9	0	0	7	2	0
Precinct 9732 MB - Vote By Mail	0	0	0	0	0	78	0	0	0	0	0	0
Precinct 9732 MB - Election Day	0	0	0	0	0	-5	0	0	0	0	0	0
Precinct 9732 MB	0	0	0	0	0	73	0	0	0	0	0	0
Precinct 9733 MB - Vote By Mail	0	0	1	0	0	261	3	0	0	2	1	0
Precinct 9733 MB - Election Day	0	0	0	0	0	-21	0	0	0	0	0	0
Precinct 9733 MB	0	0	1	0	0	240	3	0	0	2	1	0
Precinct 9734 - Vote By Mail	0	0	0	0	0	473	2	0	0	2	0	0
Precinct 9734 - Election Day	0	0	0	0	1	131	1	0	0	0	1	0
Precinct 9734	0	0	0	0	1	604	3	0	0	2	1	0
Precinct 9735 - Vote By Mail	1	0	1	0	0	650	3	0	0	1	2	0
Precinct 9735 - Election Day	0	0	1	0	0	170	4	0	0	2	2	1
Precinct 9735	1	0	2	0	0	820	7	0	0	3	4	1
Precinct 9736 - Vote By Mail	0	0	0	0	0	586	3	0	0	3	0	0
Precinct 9736 - Election Day	0	1	0	0	0	150	3	0	0	0	3	2
Precinct 9736	0	1	0	0	0	736	6	0	0	3	3	2
Precinct 9737 - Vote By Mail	0	2	0	0	0	637	5	0	0	3	2	0
Precinct 9737 - Election Day	0	0	0	0	0	154	2	0	0	2	0	0
Precinct 9737	0	2	0	0	0	791	7	0	0	5	2	0
Precinct 9738 - Vote By Mail	1	0	0	1	1	688	4	0	0	1	3	0
Precinct 9738 - Election Day	0	0	0	0	1	150	2	0	0	1	1	0
Precinct 9738	1	0	0	1	2	838	6	0	0	2	4	0
Precinct 9739 - Vote By Mail	2	0	0	0	0	674	4	0	0	2	2	0
Precinct 9739 - Election Day	0	1	0	0	0	115	1	0	0	0	1	0
Precinct 9739	2	1	0	0	0	789	5	0	0	2	3	0
Precinct 9741 - Vote By Mail	0	1	0	0	0	841	2	0	0	1	1	0
Precinct 9741 - Election Day	2	0	0	2	0	-400	9	0	0	5	4	0
Precinct 9741	2	1	0	2	0	441	11	0	0	6	5	0
Precinct 9742 - Vote By Mail	0	0	0	0	0	530	3	0	0	3	0	0
Precinct 9742 - Election Day	0	0	0	0	0	165	2	0	0	1	1	1
Precinct 9742	0	0	0	0	0	695	5	0	0	4	1	1
Precinct 9743 - Vote By Mail	2	0	1	2	0	913	7	0	0	2	5	0
Precinct 9743 - Election Day	1	0	0	0	1	227	4	0	0	2	2	0
Precinct 9743	3	0	1	2	1	1,140	11	0	0	4	7	0
Precinct 9744 - Vote By Mail	2	0	0	0	0	783	5	0	0	3	2	0
Precinct 9744 - Election Day	1	0	0	1	0	160	3	0	0	1	2	0
Precinct 9744	3	0	0	1	0	943	8	0	0	4	4	0
Precinct 9745 - Vote By Mail	2	0	0	2	1	791	7	0	0	2	5	0
Precinct 9745 - Election Day	0	0	0	1	0	201	1	0	0	0	1	0
Precinct 9745	2	0	0	3	1	992	8	0	0	2	6	0
Precinct 9746 - Vote By Mail	1	0	0	0	0	714	7	0	0	6	1	0
Precinct 9746 - Election Day	0	0	0	0	0	189	0	0	0	0	0	0
Precinct 9746	1	0	0	0	0	903	7	0	0	6	1	0
Precinct 9747 - Vote By Mail	1	0	0	0	0	772	5	0	0	4	1	0
Precinct 9747 - Election Day	0	0	0	0	0	204	0	0	0	0	0	0
Precinct 9747	1	0	0	0	0	976	5	0	0	4	1	0
Precinct 9748 - Vote By Mail	0	0	0	0	0	746	3	0	0	3	0	0
Precinct 9748 - Election Day	0	0	0	0	0	167	4	0	0	4	0	0
Precinct 9748	0	0	0	0	0	913	7	0	0	7	0	0
Precinct 9749 - Vote By Mail	2	1	0	0	0	750	4	0	0	1	3	0
Precinct 9749 - Election Day	0	0	0	0	0	188	0	0	0	0	0	0
Precinct 9749	2	1	0	0	0	938	4	0	0	1	3	0
Precinct 9751 - Vote By Mail	0	0	0	0	0	857	6	0	0	6	0	0
Precinct 9751 - Election Day	0	1	1	1	0	214	6	0	0	2	4	1
Precinct 9751	0	1	1	1	0	1,071	12	0	0	8	4	1
Precinct 9752 - Vote By Mail	1	1	0	2	0	563	7	0	0	3	4	0
Precinct 9752 - Election Day	0	0	0	0	0	134	0	0	0	0	0	0
Precinct 9752	1	1	0	2	0	697	7	0	0	3	4	0
Precinct 9753 - Vote By Mail	1	0	0	0	0	617	3	0	0	2	1	0
Precinct 9753 - Election Day	0	0	0	0	0	145	1	0	0	1	0	0
Precinct 9753	1	0	0	0	0	762	4	0	0	3	1	0
Precinct 9754 - Vote By Mail	0	0	0	0	0	545	5	0	0	5	0	0
Precinct 9754 - Election Day	0	0	0	0	0	162	3	0	0	2	1	1
Precinct 9754	0	0	0	0	0	707	8	0	0	7	1	1
Precinct 9755 - Vote By Mail	0	0	0	1	0	441	1	0	0	0	1	0
Precinct 9755 - Election Day	0	1	0	0	0	139	2	0	0	0	2	1
Precinct 9755	0	1	0	1	0	580	3	0	0	0	3	1
Precinct 9756 - Vote By Mail	0	0	0	0	0	805	1	0	0	1	0	0
Precinct 9756 - Election Day	1	0	0	0	0	162	1	0	0	0	1	0
Precinct 9756	1	0	0	0	0	967	2	0	0	1	1	0
Precinct 9801 - Vote By Mail	0	0	0	1	0	320	2	0	0	1	1	0
Precinct 9801 - Election Day	0	0	0	0	0	88	1	0	0	1	0	0
Precinct 9801	0	0	0	1	0	408	3	0	0	2	1	0
Congressional District 12 - Vote By Mail	184	120	87	93	82	355,618	1,869	0	1	1,302	566	0
Congressional District 12 - Election Day	103	60	37	60	40	90,230	694	0	0	275	419	119
Congressional District 12	287	180	124	153	122	445,848	2,563	0	1	1,577	985	119
Congressional District 14 - Vote By Mail	39	11	10	26	15	47,257	301	0	0	200	101	0
Congressional District 14 - Election Day	17	8	8	9	6	10,794	126	0	0	55	71	23
Congressional District 14	56	19	18	35	21	58,051	427	0	0	255	172	23
Assembly District 17 - Vote By Mail	115	85	59	55	47	232,806	1,117	0	1	755	361	0
Assembly District 17 - Election Day	60	38	29	31	27	59,616	416	0	0	160	256	71
Assembly District 17	175	123	88	86	74	292,422	1,533	0	1	915	617	71
Assembly District 19 - Vote By Mail	108	46	38	64	50	170,069	1,053	0	0	747	306	0
Assembly District 19 - Election Day	60	30	16	38	19	41,408	404	0	0	170	234	71
Assembly District 19	168	76	54	102	69	211,477	1,457	0	0	917	540	71
Supervisorial District 1 - Vote By Mail	26	10	5	8	11	33,870	189	0	0	129	60	0
Supervisorial District 1 - Election Day	12	5	3	8	2	9,246	66	0	0	29	37	7
Supervisorial District 1	38	15	8	16	13	43,116	255	0	0	158	97	7
Supervisorial District 2 - Vote By Mail	11	11	7	10	13	41,436	286	0	0	234	52	0
Supervisorial District 2 - Election Day	8	6	3	9	2	8,610	86	0	0	37	49	21
Supervisorial District 2	19	17	10	19	15	50,046	372	0	0	271	101	21
Supervisorial District 3 - Vote By Mail	21	6	8	6	8	31,944	162	0	0	113	49	0
Supervisorial District 3 - Election Day	9	4	7	4	3	7,433	63	0	0	23	40	13
Supervisorial District 3	30	10	15	10	11	39,377	225	0	0	136	89	13
Supervisorial District 4 - Vote By Mail	25	13	14	12	9	35,051	228	0	0	155	73	0
Supervisorial District 4 - Election Day	18	6	3	6	5	9,043	82	0	0	30	52	14
Supervisorial District 4	43	19	17	18	14	44,094	310	0	0	185	125	14
Supervisorial District 5 - Vote By Mail	16	13	12	16	7	41,973	176	0	1	111	64	0
Supervisorial District 5 - Election Day	14	7	6	8	6	10,927	85	0	0	30	55	14
Supervisorial District 5	30	20	18	24	13	52,900	261	0	1	141	119	14
Supervisorial District 6 - Vote By Mail	19	23	12	11	10	35,758	178	0	0	103	75	0
Supervisorial District 6 - Election Day	12	7	4	7	6	7,937	70	0	0	27	43	7
Supervisorial District 6	31	30	16	18	16	43,695	248	0	0	130	118	7
Supervisorial District 7 - Vote By Mail	31	9	7	12	9	38,893	247	0	0	179	68	0
Supervisorial District 7 - Election Day	12	8	2	8	3	8,550	113	0	0	63	50	17
Supervisorial District 7	43	17	9	20	12	47,443	360	0	0	242	118	17
Supervisorial District 8 - Vote By Mail	21	12	2	2	5	46,374	189	0	0	147	42	0
