Subtotal Area	DAVID ROLDE	HOWIE HAWKINS	DARIO HUNTER	DENNIS LAMBERT	SEDINAM MOYOWASIFZA-CURRY	KENT MESPLAY	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Total Votes	Write-in Votes
Precinct 9241 - Election Day	0	0	0	0	0	0	141	0	0	0	0	0	0
Precinct 9241	0	0	0	0	0	0	960	1	0	0	1	0	0
Precinct 9242 - Vote By Mail	0	0	0	0	0	0	771	0	0	0	0	0	0
Precinct 9242 - Election Day	0	0	0	0	0	0	172	0	0	0	0	0	0
Precinct 9242	0	0	0	0	0	0	943	0	0	0	0	0	0
Precinct 9243 - Vote By Mail	0	0	0	0	0	0	480	0	0	0	0	0	0
Precinct 9243 - Election Day	0	0	0	0	0	0	123	0	0	0	0	0	0
Precinct 9243	0	0	0	0	0	0	603	0	0	0	0	0	0
Precinct 9244 - Vote By Mail	0	0	0	0	0	0	756	0	0	0	0	0	0
Precinct 9244 - Election Day	0	0	1	0	0	0	154	1	0	0	0	1	0
Precinct 9244	0	0	1	0	0	0	910	1	0	0	0	1	0
Precinct 9245 - Vote By Mail	0	0	0	0	0	0	616	0	0	0	0	0	0
Precinct 9245 - Election Day	0	0	0	0	0	0	98	0	0	0	0	0	0
Precinct 9245	0	0	0	0	0	0	714	0	0	0	0	0	0
Precinct 9246 - Vote By Mail	0	0	0	0	0	0	815	0	0	0	0	0	0
Precinct 9246 - Election Day	0	0	0	0	0	0	155	0	0	0	0	0	0
Precinct 9246	0	0	0	0	0	0	970	0	0	0	0	0	0
Precinct 9247 - Vote By Mail	0	0	0	0	0	0	764	1	0	0	1	0	0
Precinct 9247 - Election Day	0	0	0	0	0	0	148	0	0	0	0	0	0
Precinct 9247	0	0	0	0	0	0	912	1	0	0	1	0	0
Precinct 9248 - Vote By Mail	0	0	0	0	1	0	757	2	0	0	1	1	0
Precinct 9248 - Election Day	0	0	0	0	0	0	150	0	0	0	0	0	0
Precinct 9248	0	0	0	0	1	0	907	2	0	0	1	1	0
Precinct 9249 - Vote By Mail	0	0	0	0	0	0	724	1	0	0	1	0	0
Precinct 9249 - Election Day	0	0	0	0	0	0	191	0	0	0	0	0	0
Precinct 9249	0	0	0	0	0	0	915	1	0	0	1	0	0
Precinct 9251 - Vote By Mail	0	0	0	0	1	0	792	1	0	0	0	1	0
Precinct 9251 - Election Day	1	0	0	0	0	0	174	1	0	0	0	1	0
Precinct 9251	1	0	0	0	1	0	966	2	0	0	0	2	0
Precinct 9252 - Vote By Mail	0	0	0	0	0	0	811	0	0	0	0	0	0
Precinct 9252 - Election Day	0	0	1	0	0	0	142	1	0	0	0	1	0
Precinct 9252	0	0	1	0	0	0	953	1	0	0	0	1	0
Precinct 9253 - Vote By Mail	0	0	0	0	0	0	599	0	0	0	0	0	0
Precinct 9253 - Election Day	0	0	0	0	0	0	162	1	0	0	0	1	1
Precinct 9253	0	0	0	0	0	0	761	1	0	0	0	1	1
Precinct 9254 - Vote By Mail	0	0	1	0	0	0	758	1	0	0	0	1	0
Precinct 9254 - Election Day	0	0	0	0	0	0	163	0	0	0	0	0	0
Precinct 9254	0	0	1	0	0	0	921	1	0	0	0	1	0
Precinct 9255 - Vote By Mail	0	0	0	0	0	0	436	0	0	0	0	0	0
Precinct 9255 - Election Day	0	0	0	0	0	0	114	0	0	0	0	0	0
Precinct 9255	0	0	0	0	0	0	550	0	0	0	0	0	0
Precinct 9256 - Vote By Mail	0	0	0	0	0	0	367	0	0	0	0	0	0
Precinct 9256 - Election Day	0	0	0	0	0	0	95	0	0	0	0	0	0
Precinct 9256	0	0	0	0	0	0	462	0	0	0	0	0	0
Precinct 9257 MB - Vote By Mail	0	0	0	0	0	0	359	1	0	0	1	0	0
Precinct 9257 MB - Election Day	0	0	0	0	0	0	-39	0	0	0	0	0	0
Precinct 9257 MB	0	0	0	0	0	0	320	1	0	0	1	0	0
Precinct 9258 - Vote By Mail	0	0	0	0	0	0	583	0	0	0	0	0	0
Precinct 9258 - Election Day	0	0	0	0	0	0	120	1	0	0	1	0	0
Precinct 9258	0	0	0	0	0	0	703	1	0	0	1	0	0
Precinct 9401 - Vote By Mail	0	1	0	0	1	0	796	5	0	0	3	2	0
Precinct 9401 - Election Day	0	0	0	0	0	0	242	0	0	0	0	0	0
Precinct 9401	0	1	0	0	1	0	1,038	5	0	0	3	2	0
Precinct 9402 - Vote By Mail	0	1	0	0	0	0	775	2	0	0	1	1	0
Precinct 9402 - Election Day	0	0	0	0	0	0	242	0	0	0	0	0	0
Precinct 9402	0	1	0	0	0	0	1,017	2	0	0	1	1	0
Precinct 9403 - Vote By Mail	0	1	0	0	0	0	731	3	0	0	2	1	0
Precinct 9403 - Election Day	0	0	0	0	0	0	190	0	0	0	0	0	0
Precinct 9403	0	1	0	0	0	0	921	3	0	0	2	1	0
Precinct 9404 - Vote By Mail	0	0	1	0	0	0	753	2	0	0	1	1	0
Precinct 9404 - Election Day	0	0	0	0	1	0	191	1	0	0	0	1	0
Precinct 9404	0	0	1	0	1	0	944	3	0	0	1	2	0
Precinct 9405 - Vote By Mail	0	0	1	0	0	0	629	1	0	0	0	1	0
Precinct 9405 - Election Day	0	0	0	0	0	0	151	0	0	0	0	0	0
Precinct 9405	0	0	1	0	0	0	780	1	0	0	0	1	0
Precinct 9406 - Vote By Mail	0	0	0	1	1	0	695	2	0	0	0	2	0
Precinct 9406 - Election Day	0	0	0	0	0	0	188	0	0	0	0	0	0
Precinct 9406	0	0	0	1	1	0	883	2	0	0	0	2	0
Precinct 9407 - Vote By Mail	0	0	0	0	0	0	712	0	0	0	0	0	0
Precinct 9407 - Election Day	0	0	0	0	0	0	201	0	0	0	0	0	0
Precinct 9407	0	0	0	0	0	0	913	0	0	0	0	0	0
Precinct 9408 - Vote By Mail	0	0	0	0	1	0	711	1	0	0	0	1	0
Precinct 9408 - Election Day	0	0	0	0	0	0	152	0	0	0	0	0	0
Precinct 9408	0	0	0	0	1	0	863	1	0	0	0	1	0
Precinct 9409 - Vote By Mail	0	1	1	0	1	0	443	4	0	0	1	3	0
Precinct 9409 - Election Day	0	1	0	0	0	0	158	1	0	0	0	1	0
Precinct 9409	0	2	1	0	1	0	601	5	0	0	1	4	0
Precinct 9411 - Vote By Mail	0	0	0	2	0	0	816	3	0	0	1	2	0
Precinct 9411 - Election Day	0	0	1	0	1	0	191	2	0	0	0	2	0
Precinct 9411	0	0	1	2	1	0	1,007	5	0	0	1	4	0
Precinct 9412 - Vote By Mail	0	2	1	0	0	0	668	4	0	0	1	3	0
Precinct 9412 - Election Day	0	1	2	0	1	0	202	4	0	0	0	4	0
Precinct 9412	0	3	3	0	1	0	870	8	0	0	1	7	0
Precinct 9413 - Vote By Mail	0	0	0	0	0	0	757	0	0	0	0	0	0
Precinct 9413 - Election Day	0	0	0	0	0	0	179	0	0	0	0	0	0
Precinct 9413	0	0	0	0	0	0	936	0	0	0	0	0	0
Precinct 9414 - Vote By Mail	0	1	0	1	0	0	734	3	0	0	1	2	0
Precinct 9414 - Election Day	0	0	0	0	0	0	186	0	0	0	0	0	0
Precinct 9414	0	1	0	1	0	0	920	3	0	0	1	2	0
Precinct 9415 - Vote By Mail	0	0	0	0	0	0	634	1	0	0	1	0	0
Precinct 9415 - Election Day	0	0	0	0	0	0	154	0	0	0	0	0	0
Precinct 9415	0	0	0	0	0	0	788	1	0	0	1	0	0
Precinct 9416 - Vote By Mail	0	0	0	0	0	0	769	0	0	0	0	0	0
Precinct 9416 - Election Day	0	0	0	1	0	0	230	1	0	0	0	1	0
Precinct 9416	0	0	0	1	0	0	999	1	0	0	0	1	0
Precinct 9417 - Vote By Mail	0	0	0	0	0	0	629	1	0	0	1	0	0
Precinct 9417 - Election Day	0	0	0	0	0	0	145	0	0	0	0	0	0
Precinct 9417	0	0	0	0	0	0	774	1	0	0	1	0	0
Precinct 9418 - Vote By Mail	0	0	0	1	0	0	631	2	0	0	1	1	0
Precinct 9418 - Election Day	0	0	0	0	0	0	188	0	0	0	0	0	0
Precinct 9418	0	0	0	1	0	0	819	2	0	0	1	1	0
Precinct 9419 - Vote By Mail	0	1	0	0	1	0	736	2	0	0	0	2	0
Precinct 9419 - Election Day	0	0	0	0	0	0	173	1	0	0	1	0	0
Precinct 9419	0	1	0	0	1	0	909	3	0	0	1	2	0
Precinct 9421 - Vote By Mail	0	0	0	1	0	0	752	2	0	0	1	1	0
Precinct 9421 - Election Day	0	0	0	1	0	0	173	1	0	0	0	1	0
Precinct 9421	0	0	0	2	0	0	925	3	0	0	1	2	0
Precinct 9422 - Vote By Mail	0	0	0	0	0	0	831	1	0	0	1	0	0
Precinct 9422 - Election Day	0	0	0	0	0	0	270	0	0	0	0	0	0
Precinct 9422	0	0	0	0	0	0	1,101	1	0	0	1	0	0
Precinct 9423 - Vote By Mail	0	0	0	0	0	0	714	2	0	0	2	0	0
Precinct 9423 - Election Day	0	0	0	0	0	0	190	0	0	0	0	0	0
Precinct 9423	0	0	0	0	0	0	904	2	0	0	2	0	0
Precinct 9424 - Vote By Mail	0	0	0	0	1	0	799	1	0	0	0	1	0
Precinct 9424 - Election Day	0	1	1	0	0	0	210	2	0	0	0	2	0
Precinct 9424	0	1	1	0	1	0	1,009	3	0	0	0	3	0
Precinct 9425 - Vote By Mail	0	0	0	0	0	0	789	0	0	0	0	0	0
Precinct 9425 - Election Day	0	1	0	0	0	0	187	1	0	0	0	1	0
Precinct 9425	0	1	0	0	0	0	976	1	0	0	0	1	0
Precinct 9426 - Vote By Mail	0	0	0	0	0	0	697	1	0	0	1	0	0
Precinct 9426 - Election Day	0	0	0	0	0	0	156	1	0	0	0	1	1
Precinct 9426	0	0	0	0	0	0	853	2	0	0	1	1	1
Precinct 9427 - Vote By Mail	0	0	0	0	0	0	799	1	0	0	1	0	0
Precinct 9427 - Election Day	0	0	0	0	0	0	188	0	0	0	0	0	0
Precinct 9427	0	0	0	0	0	0	987	1	0	0	1	0	0
Precinct 9428 - Vote By Mail	0	0	0	0	0	0	811	1	0	0	1	0	0
Precinct 9428 - Election Day	0	0	0	0	0	0	179	0	0	0	0	0	0
Precinct 9428	0	0	0	0	0	0	990	1	0	0	1	0	0
Precinct 9429 - Vote By Mail	0	0	0	1	0	0	709	1	0	0	0	1	0
Precinct 9429 - Election Day	0	0	1	0	0	0	197	1	0	0	0	1	0
Precinct 9429	0	0	1	1	0	0	906	2	0	0	0	2	0
Precinct 9431 - Vote By Mail	0	0	0	0	0	0	832	0	0	0	0	0	0
Precinct 9431 - Election Day	0	0	0	0	0	0	204	0	0	0	0	0	0
Precinct 9431	0	0	0	0	0	0	1,036	0	0	0	0	0	0
Precinct 9432 - Vote By Mail	0	0	0	0	0	0	743	0	0	0	0	0	0
Precinct 9432 - Election Day	0	0	0	1	0	0	215	1	0	0	0	1	0
Precinct 9432	0	0	0	1	0	0	958	1	0	0	0	1	0
Precinct 9433 - Vote By Mail	0	0	0	0	0	0	794	1	0	0	1	0	0
Precinct 9433 - Election Day	0	0	0	0	0	0	164	1	0	0	0	1	1
Precinct 9433	0	0	0	0	0	0	958	2	0	0	1	1	1
Precinct 9434 - Vote By Mail	0	1	0	1	0	0	785	4	0	0	2	2	0
Precinct 9434 - Election Day	0	0	1	0	0	0	227	1	0	0	0	1	0
Precinct 9434	0	1	1	1	0	0	1,012	5	0	0	2	3	0
Precinct 9435 - Vote By Mail	0	0	0	0	0	0	779	2	0	0	2	0	0
Precinct 9435 - Election Day	0	0	0	0	0	0	225	0	0	0	0	0	0
Precinct 9435	0	0	0	0	0	0	1,004	2	0	0	2	0	0
Precinct 9436 - Vote By Mail	0	0	0	0	0	0	842	1	0	0	1	0	0
Precinct 9436 - Election Day	0	0	0	0	0	0	226	1	0	0	1	0	0
Precinct 9436	0	0	0	0	0	0	1,068	2	0	0	2	0	0
Precinct 9437 - Vote By Mail	0	0	0	0	0	0	736	0	0	0	0	0	0
Precinct 9437 - Election Day	0	0	0	0	1	0	191	1	0	0	0	1	0
Precinct 9437	0	0	0	0	1	0	927	1	0	0	0	1	0
Precinct 9438 - Vote By Mail	0	0	0	0	0	0	837	0	0	0	0	0	0
Precinct 9438 - Election Day	0	0	0	0	0	0	152	0	0	0	0	0	0
Precinct 9438	0	0	0	0	0	0	989	0	0	0	0	0	0
Precinct 9439 - Vote By Mail	0	0	1	0	0	0	718	1	0	0	0	1	0
Precinct 9439 - Election Day	0	0	0	0	0	0	199	0	0	0	0	0	0
Precinct 9439	0	0	1	0	0	0	917	1	0	0	0	1	0
Precinct 9441 - Vote By Mail	0	2	0	0	2	0	778	5	0	0	1	4	0
Precinct 9441 - Election Day	0	0	1	0	0	0	193	2	0	0	0	2	1
Precinct 9441	0	2	1	0	2	0	971	7	0	0	1	6	1
Precinct 9442 - Vote By Mail	0	0	0	0	0	0	830	0	0	0	0	0	0
Precinct 9442 - Election Day	0	0	0	1	0	0	210	1	0	0	0	1	0
Precinct 9442	0	0	0	1	0	0	1,040	1	0	0	0	1	0
Precinct 9443 - Vote By Mail	0	1	0	0	0	0	759	1	0	0	0	1	0
Precinct 9443 - Election Day	0	0	0	0	1	0	196	2	0	0	0	2	1
Precinct 9443	0	1	0	0	1	0	955	3	0	0	0	3	1
Precinct 9444 - Vote By Mail	0	0	0	0	0	0	768	0	0	0	0	0	0
Precinct 9444 - Election Day	0	0	0	0	0	0	197	0	0	0	0	0	0
Precinct 9444	0	0	0	0	0	0	965	0	0	0	0	0	0
Precinct 9445 - Vote By Mail	0	0	0	0	0	0	829	2	0	0	2	0	0
Precinct 9445 - Election Day	0	0	0	0	0	0	167	0	0	0	0	0	0
Precinct 9445	0	0	0	0	0	0	996	2	0	0	2	0	0
Precinct 9446 - Vote By Mail	0	0	1	0	0	0	900	2	0	0	1	1	0
Precinct 9446 - Election Day	0	0	0	0	0	0	216	0	0	0	0	0	0
Precinct 9446	0	0	1	0	0	0	1,116	2	0	0	1	1	0
Precinct 9447 - Vote By Mail	0	0	0	0	0	0	729	1	0	0	1	0	0
Precinct 9447 - Election Day	0	0	0	0	0	0	192	0	0	0	0	0	0
Precinct 9447	0	0	0	0	0	0	921	1	0	0	1	0	0
Precinct 9448 - Vote By Mail	0	0	0	0	0	0	742	0	0	0	0	0	0
Precinct 9448 - Election Day	0	0	0	0	0	0	198	0	0	0	0	0	0
Precinct 9448	0	0	0	0	0	0	940	0	0	0	0	0	0
Precinct 9449 - Vote By Mail	0	0	0	0	0	0	719	2	0	0	2	0	0
Precinct 9449 - Election Day	0	0	0	0	0	0	162	0	0	0	0	0	0
Precinct 9449	0	0	0	0	0	0	881	2	0	0	2	0	0
Precinct 9451 - Vote By Mail	0	0	0	0	0	0	353	0	0	0	0	0	0
Precinct 9451 - Election Day	0	0	0	0	0	0	88	0	0	0	0	0	0
Precinct 9451	0	0	0	0	0	0	441	0	0	0	0	0	0
Precinct 9452 - Vote By Mail	0	1	0	0	0	0	647	1	0	0	0	1	0
Precinct 9452 - Election Day	0	0	0	0	0	0	195	0	0	0	0	0	0
Precinct 9452	0	1	0	0	0	0	842	1	0	0	0	1	0
Precinct 9453 - Vote By Mail	0	0	0	0	0	0	409	1	0	0	1	0	0
Precinct 9453 - Election Day	0	0	1	0	0	0	115	2	0	0	0	2	1
Precinct 9453	0	0	1	0	0	0	524	3	0	0	1	2	1
Precinct 9501 MB - Vote By Mail	0	0	0	0	0	0	158	0	0	0	0	0	0
Precinct 9501 MB - Election Day	0	0	0	0	0	0	-8	0	0	0	0	0	0
Precinct 9501 MB	0	0	0	0	0	0	150	0	0	0	0	0	0
Precinct 9502 MB - Vote By Mail	0	0	0	0	0	0	294	0	0	0	0	0	0
Precinct 9502 MB - Election Day	0	0	0	0	0	0	-43	0	0	0	0	0	0
Precinct 9502 MB	0	0	0	0	0	0	251	0	0	0	0	0	0
Precinct 9503/9504 - Vote By Mail	0	0	0	0	0	0	550	1	0	0	1	0	0
Precinct 9503/9504 - Election Day	0	0	0	1	0	0	150	1	0	0	0	1	0
Precinct 9503/9504	0	0	0	1	0	0	700	2	0	0	1	1	0
Precinct 9505 - Vote By Mail	0	0	0	0	0	0	589	1	0	0	1	0	0
Precinct 9505 - Election Day	0	0	1	0	0	0	176	1	0	0	0	1	0
Precinct 9505	0	0	1	0	0	0	765	2	0	0	1	1	0
Precinct 9506 - Vote By Mail	0	0	0	0	0	0	547	1	0	0	1	0	0
Precinct 9506 - Election Day	0	0	0	0	0	0	207	0	0	0	0	0	0
Precinct 9506	0	0	0	0	0	0	754	1	0	0	1	0	0
Precinct 9507 - Vote By Mail	0	0	0	0	1	0	556	1	0	0	0	1	0
Precinct 9507 - Election Day	0	0	0	0	0	0	160	0	0	0	0	0	0
Precinct 9507	0	0	0	0	1	0	716	1	0	0	0	1	0
Precinct 9508 - Vote By Mail	0	2	1	0	0	0	632	5	0	0	2	3	0
Precinct 9508 - Election Day	0	0	0	1	0	0	148	1	0	0	0	1	0
Precinct 9508	0	2	1	1	0	0	780	6	0	0	2	4	0
Precinct 9509 - Vote By Mail	0	0	0	0	0	0	585	0	0	0	0	0	0
Precinct 9509 - Election Day	0	0	0	0	0	0	142	0	0	0	0	0	0
Precinct 9509	0	0	0	0	0	0	727	0	0	0	0	0	0
Precinct 9511 - Vote By Mail	0	1	0	0	0	0	458	4	0	0	3	1	0
Precinct 9511 - Election Day	0	0	0	0	0	0	176	1	0	0	1	0	0
Precinct 9511	0	1	0	0	0	0	634	5	0	0	4	1	0
Precinct 9512 - Vote By Mail	0	1	1	0	0	0	617	2	0	0	0	2	0
Precinct 9512 - Election Day	0	0	0	0	0	0	160	0	0	0	0	0	0
Precinct 9512	0	1	1	0	0	0	777	2	0	0	0	2	0
Precinct 9513 - Vote By Mail	0	1	0	1	0	0	686	3	0	0	1	2	0
Precinct 9513 - Election Day	0	0	0	0	0	0	191	0	0	0	0	0	0
Precinct 9513	0	1	0	1	0	0	877	3	0	0	1	2	0
Precinct 9514/9522 - Vote By Mail	0	0	0	0	0	0	713	0	0	0	0	0	0
Precinct 9514/9522 - Election Day	0	0	0	0	0	0	183	1	0	0	0	1	1
Precinct 9514/9522	0	0	0	0	0	0	896	1	0	0	0	1	1
Precinct 9515 - Vote By Mail	0	0	0	1	0	0	543	2	0	0	1	1	0
Precinct 9515 - Election Day	0	0	0	0	1	0	169	1	0	0	0	1	0
Precinct 9515	0	0	0	1	1	0	712	3	0	0	1	2	0
Precinct 9516 - Vote By Mail	0	1	0	0	0	0	705	2	0	0	1	1	0
Precinct 9516 - Election Day	0	0	1	0	0	0	184	1	0	0	0	1	0
Precinct 9516	0	1	1	0	0	0	889	3	0	0	1	2	0
Precinct 9517 - Vote By Mail	0	0	0	0	0	0	626	0	0	0	0	0	0
Precinct 9517 - Election Day	0	0	0	0	0	0	162	1	0	0	1	0	0
Precinct 9517	0	0	0	0	0	0	788	1	0	0	1	0	0
Precinct 9518 - Vote By Mail	0	0	0	1	0	0	642	1	0	0	0	1	0
Precinct 9518 - Election Day	0	0	0	1	0	0	146	1	0	0	0	1	0
Precinct 9518	0	0	0	2	0	0	788	2	0	0	0	2	0
Precinct 9519 - Vote By Mail	0	0	0	0	0	0	693	1	0	0	1	0	0
Precinct 9519 - Election Day	0	1	1	0	0	0	198	2	0	0	0	2	0
Precinct 9519	0	1	1	0	0	0	891	3	0	0	1	2	0
Precinct 9521 - Vote By Mail	0	1	0	0	0	0	687	2	0	0	1	1	0
Precinct 9521 - Election Day	0	0	0	0	0	0	214	1	0	0	0	1	1
Precinct 9521	0	1	0	0	0	0	901	3	0	0	1	2	1
Precinct 9701 - Vote By Mail	0	0	0	1	1	0	498	2	0	0	0	2	0
Precinct 9701 - Election Day	0	0	0	0	0	0	156	1	0	0	1	0	0
Precinct 9701	0	0	0	1	1	0	654	3	0	0	1	2	0
Precinct 9702 - Vote By Mail	0	0	0	0	0	0	554	3	0	0	3	0	0
Precinct 9702 - Election Day	0	0	0	0	0	0	166	1	0	0	1	0	0
Precinct 9702	0	0	0	0	0	0	720	4	0	0	4	0	0
Precinct 9703 - Vote By Mail	0	1	0	1	0	0	809	2	0	0	0	2	0
Precinct 9703 - Election Day	1	0	0	0	0	0	182	1	0	0	0	1	0
Precinct 9703	1	1	0	1	0	0	991	3	0	0	0	3	0
Precinct 9704 - Vote By Mail	0	0	0	0	0	0	760	0	0	0	0	0	0
Precinct 9704 - Election Day	0	0	0	0	0	0	199	0	0	0	0	0	0
Precinct 9704	0	0	0	0	0	0	959	0	0	0	0	0	0
Precinct 9705 - Vote By Mail	0	0	1	0	0	0	754	1	0	0	0	1	0
Precinct 9705 - Election Day	0	0	0	0	0	0	175	1	0	0	0	1	1
Precinct 9705	0	0	1	0	0	0	929	2	0	0	0	2	1
Precinct 9706 MB - Vote By Mail	0	0	1	0	0	0	57	1	0	0	0	1	0
Precinct 9706 MB - Election Day	0	0	0	0	0	0	-8	0	0	0	0	0	0
Precinct 9706 MB	0	0	1	0	0	0	49	1	0	0	0	1	0
Precinct 9707 - Vote By Mail	0	0	1	0	0	0	687	2	0	0	1	1	0
Precinct 9707 - Election Day	0	0	0	0	0	0	139	0	0	0	0	0	0
Precinct 9707	0	0	1	0	0	0	826	2	0	0	1	1	0
Precinct 9708 - Vote By Mail	0	0	1	0	0	0	786	4	0	0	3	1	0
Precinct 9708 - Election Day	0	0	0	0	0	0	175	1	0	0	1	0	0
Precinct 9708	0	0	1	0	0	0	961	5	0	0	4	1	0
Precinct 9709 - Vote By Mail	0	0	0	1	0	0	831	2	0	0	1	1	0
Precinct 9709 - Election Day	0	1	0	0	0	0	209	1	0	0	0	1	0
Precinct 9709	0	1	0	1	0	0	1,040	3	0	0	1	2	0
Precinct 9711 - Vote By Mail	0	0	0	0	1	0	502	2	0	0	1	1	0
Precinct 9711 - Election Day	0	1	0	1	0	0	144	2	0	0	0	2	0
Precinct 9711	0	1	0	1	1	0	646	4	0	0	1	3	0
Precinct 9712 - Vote By Mail	0	0	0	0	0	0	534	0	0	0	0	0	0
Precinct 9712 - Election Day	0	0	0	0	0	0	127	0	0	0	0	0	0
Precinct 9712	0	0	0	0	0	0	661	0	0	0	0	0	0
Precinct 9713 - Vote By Mail	0	0	0	0	0	0	747	0	0	0	0	0	0
Precinct 9713 - Election Day	0	0	0	0	0	0	203	0	0	0	0	0	0
Precinct 9713	0	0	0	0	0	0	950	0	0	0	0	0	0
Precinct 9714 - Vote By Mail	0	0	0	0	0	0	795	1	0	0	1	0	0
Precinct 9714 - Election Day	0	0	0	0	0	0	156	0	0	0	0	0	0
Precinct 9714	0	0	0	0	0	0	951	1	0	0	1	0	0
Precinct 9715 - Vote By Mail	0	0	0	0	0	0	449	0	0	0	0	0	0
Precinct 9715 - Election Day	0	0	0	0	0	0	130	0	0	0	0	0	0
Precinct 9715	0	0	0	0	0	0	579	0	0	0	0	0	0
Precinct 9716 - Vote By Mail	0	0	1	0	0	0	745	1	0	0	0	1	0
Precinct 9716 - Election Day	0	0	0	0	0	0	221	0	0	0	0	0	0
Precinct 9716	0	0	1	0	0	0	966	1	0	0	0	1	0
Precinct 9717 - Vote By Mail	0	0	1	0	0	0	753	1	0	0	0	1	0
Precinct 9717 - Election Day	0	0	0	0	0	0	224	0	0	0	0	0	0
Precinct 9717	0	0	1	0	0	0	977	1	0	0	0	1	0
Precinct 9718 - Vote By Mail	0	0	0	0	0	0	749	0	0	0	0	0	0
Precinct 9718 - Election Day	0	0	0	0	0	0	152	0	0	0	0	0	0
Precinct 9718	0	0	0	0	0	0	901	0	0	0	0	0	0
Precinct 9719 - Vote By Mail	0	0	0	0	0	0	747	1	0	0	1	0	0
Precinct 9719 - Election Day	0	0	0	0	0	0	173	0	0	0	0	0	0
Precinct 9719	0	0	0	0	0	0	920	1	0	0	1	0	0
Precinct 9721 - Vote By Mail	0	0	0	0	0	0	498	1	0	0	1	0	0
Precinct 9721 - Election Day	0	0	0	0	0	0	164	0	0	0	0	0	0
Precinct 9721	0	0	0	0	0	0	662	1	0	0	1	0	0
Precinct 9722 - Vote By Mail	0	0	0	0	0	0	513	1	0	0	1	0	0
Precinct 9722 - Election Day	1	0	0	0	0	0	84	1	0	0	0	1	0
Precinct 9722	1	0	0	0	0	0	597	2	0	0	1	1	0
Precinct 9723 - Vote By Mail	0	1	0	0	0	0	436	1	0	0	0	1	0
Precinct 9723 - Election Day	0	0	0	0	0	0	72	0	0	0	0	0	0
Precinct 9723	0	1	0	0	0	0	508	1	0	0	0	1	0
Precinct 9724 - Vote By Mail	0	0	0	0	0	0	851	1	0	0	1	0	0
Precinct 9724 - Election Day	0	0	0	0	0	0	169	0	0	0	0	0	0
Precinct 9724	0	0	0	0	0	0	1,020	1	0	0	1	0	0
Precinct 9725 - Vote By Mail	0	0	0	1	0	0	814	2	0	0	1	1	0
Precinct 9725 - Election Day	0	0	0	0	1	0	157	1	0	0	0	1	0
Precinct 9725	0	0	0	1	1	0	971	3	0	0	1	2	0
Precinct 9726 - Vote By Mail	0	0	0	0	0	0	630	0	0	0	0	0	0
Precinct 9726 - Election Day	0	0	0	0	0	0	-14	0	0	0	0	0	0
Precinct 9726	0	0	0	0	0	0	616	0	0	0	0	0	0
Precinct 9727 - Vote By Mail	0	0	0	0	0	0	404	0	0	0	0	0	0
Precinct 9727 - Election Day	0	0	0	0	0	0	56	0	0	0	0	0	0
Precinct 9727	0	0	0	0	0	0	460	0	0	0	0	0	0
Precinct 9728 - Vote By Mail	0	0	0	1	0	0	751	2	0	0	1	1	0
Precinct 9728 - Election Day	0	0	0	0	0	0	212	0	0	0	0	0	0
Precinct 9728	0	0	0	1	0	0	963	2	0	0	1	1	0
Precinct 9729 - Vote By Mail	0	0	0	1	0	0	654	1	0	0	0	1	0
Precinct 9729 - Election Day	0	0	0	0	0	0	164	0	0	0	0	0	0
Precinct 9729	0	0	0	1	0	0	818	1	0	0	0	1	0
Precinct 9731 - Vote By Mail	0	0	0	0	0	0	436	0	0	0	0	0	0
Precinct 9731 - Election Day	0	0	0	0	0	0	143	0	0	0	0	0	0
Precinct 9731	0	0	0	0	0	0	579	0	0	0	0	0	0
Precinct 9732 MB - Vote By Mail	0	0	0	0	0	0	78	0	0	0	0	0	0
Precinct 9732 MB - Election Day	0	0	0	0	0	0	-5	0	0	0	0	0	0
Precinct 9732 MB	0	0	0	0	0	0	73	0	0	0	0	0	0
Precinct 9733 MB - Vote By Mail	0	0	0	0	0	0	261	2	0	0	2	0	0
Precinct 9733 MB - Election Day	0	0	0	0	0	0	-21	0	0	0	0	0	0
Precinct 9733 MB	0	0	0	0	0	0	240	2	0	0	2	0	0
Precinct 9734 - Vote By Mail	0	0	0	0	0	0	473	1	0	0	1	0	0
Precinct 9734 - Election Day	0	0	0	0	0	0	131	0	0	0	0	0	0
Precinct 9734	0	0	0	0	0	0	604	1	0	0	1	0	0
Precinct 9735 - Vote By Mail	0	0	0	0	0	0	650	0	0	0	0	0	0
Precinct 9735 - Election Day	0	0	0	0	0	0	170	0	0	0	0	0	0
Precinct 9735	0	0	0	0	0	0	820	0	0	0	0	0	0
Precinct 9736 - Vote By Mail	0	1	1	0	0	0	586	2	0	0	0	2	0
Precinct 9736 - Election Day	0	0	0	0	0	0	150	0	0	0	0	0	0
Precinct 9736	0	1	1	0	0	0	736	2	0	0	0	2	0
Precinct 9737 - Vote By Mail	0	0	0	0	0	0	637	1	0	0	1	0	0
Precinct 9737 - Election Day	0	0	0	0	0	0	154	0	0	0	0	0	0
Precinct 9737	0	0	0	0	0	0	791	1	0	0	1	0	0
Precinct 9738 - Vote By Mail	0	0	0	0	0	0	688	2	0	0	2	0	0
Precinct 9738 - Election Day	0	0	0	0	0	0	150	0	0	0	0	0	0
Precinct 9738	0	0	0	0	0	0	838	2	0	0	2	0	0
