Subtotal Area	GERALD PLUMMER	TOM PALZER	JOHN THOMPSON PARKER	DOUGLAS HOWARD PIERCE	HERBERT G. PETERS	JAMES P BRADLEY	ARUN K. BHUMITRA	JERRY JOSEPH LAWS	PATRICK LITTLE	TIM GILDERSLEEVE	MICHAEL FAHMY GIRGIS	DON J. GRUNDMANN	RASH BIHARI GHOSH	LING LING SHI	JOHN "JACK" CREW	ERIN CRUZ	DERRICK MICHAEL REID	DIANNE FEINSTEIN	COLLEEN SHEA FERNALD	ADRIENNE NICOLE EDWARDS	PAUL A TAYLOR	DONNIE O. TURNER	PAT HARRIS	ALISON HARTSON	JASON M. HANANIA	DAVID HILDEBRAND	LEE OLSON	ROQUE "ROCKY" DE LA FUENTE	KEVIN DE LEON	KEVIN MOTTUS	DAVID MOORE	MARIO NABLIBA	SEELAM PRABHAKAR REDDY	MICHAEL V. ZIESING	URSULA M. SCHILLING	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Total Votes	Write-in Votes
Precinct 9138 - None	0	0	0	0	1	1	3	0	3	0	0	0	0	2	0	2	0	86	1	0	4	0	3	2	0	2	0	2	28	0	1	0	0	0	0	892	155	-1	1	12	143	2
Precinct 9138 - None	0	3	1	2	1	7	4	2	1	0	1	0	1	5	2	2	1	199	1	1	7	1	3	5	2	0	2	1	55	2	0	2	0	0	0	892	323	-2	0	9	316	2
Precinct 9139 - None	0	0	1	0	0	4	3	0	2	0	0	0	0	2	0	1	1	81	0	2	5	1	4	0	0	0	0	4	36	0	2	0	0	0	0	912	163	-1	1	14	149	0
Precinct 9139 - None	0	2	1	0	0	22	7	0	3	0	0	3	2	5	0	11	5	169	1	6	7	0	5	15	1	1	4	1	48	1	0	3	0	0	0	912	356	1	3	28	324	1
Precinct 9141 - None	1	0	2	0	0	6	1	1	2	0	0	0	0	0	1	0	0	91	0	0	5	0	1	2	0	0	1	0	41	2	0	0	0	0	0	904	168	2	0	8	158	1
Precinct 9141 - None	1	2	2	1	2	6	2	1	0	0	0	2	0	4	2	2	2	185	1	4	9	1	5	7	1	1	2	0	54	2	2	1	0	0	0	904	328	-1	4	21	304	0
Precinct 9142 - None	1	0	0	0	0	3	1	1	0	0	0	0	1	2	0	0	1	110	0	3	1	1	12	3	0	2	2	3	50	2	4	1	0	0	0	921	219	1	2	9	207	3
Precinct 9142 - None	0	0	0	0	1	8	4	0	1	0	0	0	1	5	0	3	2	152	3	4	4	0	5	7	0	3	3	0	58	2	1	1	0	0	0	921	288	-1	2	16	271	3
Precinct 9143 - None	1	1	1	1	1	3	1	1	0	0	0	0	0	0	2	0	1	105	1	0	3	0	2	4	0	0	0	1	44	1	0	1	0	0	0	887	196	0	0	20	176	1
Precinct 9143 - None	0	2	0	0	0	8	3	0	2	0	1	0	1	5	2	2	1	162	1	4	2	2	2	12	0	1	3	1	74	4	0	0	0	0	0	887	315	3	0	16	296	1
Precinct 9144 - None	1	0	4	0	0	6	2	1	1	1	0	0	1	2	0	0	1	117	1	1	3	0	1	1	1	1	0	0	62	0	0	1	0	0	0	931	221	1	1	9	210	1
Precinct 9144 - None	1	1	3	0	0	11	4	1	2	0	1	0	0	1	2	3	0	181	0	0	4	1	2	6	0	2	0	1	67	4	0	0	0	0	0	931	322	-2	1	23	300	2
Precinct 9145 - None	0	2	0	0	1	0	4	0	1	0	0	0	0	0	0	0	4	100	1	2	4	0	6	4	1	1	1	1	51	0	0	1	0	0	0	837	197	0	0	12	185	0
Precinct 9145 - None	0	0	1	0	0	5	2	4	0	0	0	0	1	6	0	1	0	156	0	4	4	1	5	2	0	0	5	6	60	0	1	1	0	0	0	837	282	0	1	14	267	2
Precinct 9146 - None	0	1	4	0	0	2	1	0	0	0	0	0	0	1	0	1	1	108	0	4	1	1	2	6	1	1	0	1	53	0	0	1	0	0	0	866	206	0	0	14	192	2
Precinct 9146 - None	0	0	3	1	0	8	1	0	0	0	0	2	0	2	0	2	0	160	2	2	1	0	3	7	1	0	0	0	72	2	0	1	0	0	0	866	297	-1	2	26	270	0
Precinct 9147 - None	0	1	2	1	2	2	2	1	0	0	0	0	1	3	0	0	1	103	0	2	3	1	6	3	1	1	4	1	65	2	1	1	0	0	0	920	227	1	0	15	211	1
Precinct 9147 - None	0	1	8	0	1	3	1	2	1	0	0	0	0	9	0	0	2	155	0	3	5	0	2	9	0	0	1	1	86	1	1	2	0	0	0	920	318	-2	2	24	294	0
Precinct 9148 - None	0	1	1	1	0	2	3	0	2	0	0	0	3	0	0	0	1	121	1	3	4	0	7	3	0	2	0	2	56	0	1	0	0	0	0	946	226	0	1	9	216	2
Precinct 9148 - None	0	0	2	1	0	3	2	1	0	0	0	0	1	0	2	2	1	186	0	4	4	1	3	8	0	1	0	1	73	1	0	0	0	0	0	946	322	3	2	19	298	1
Precinct 9149 - None	0	0	0	0	0	3	0	1	1	0	0	0	3	0	2	3	0	98	2	3	1	1	6	1	2	1	0	2	57	0	0	1	0	0	0	884	196	0	0	7	189	1
Precinct 9149 - None	0	1	2	1	1	5	0	0	1	0	0	0	0	2	0	3	0	172	0	0	4	2	7	5	0	0	1	1	65	0	0	2	0	0	0	884	296	-1	1	19	277	2
Precinct 9151 - None	0	1	1	0	0	2	1	0	0	0	0	0	0	0	2	1	0	94	0	3	3	0	4	4	0	0	0	0	29	0	0	0	0	0	0	806	152	-1	0	7	146	1
Precinct 9151 - None	0	0	1	0	3	7	0	0	0	0	0	0	0	0	2	1	3	181	0	3	2	0	4	1	0	0	0	1	39	2	1	0	0	0	0	806	267	-1	0	16	252	1
Precinct 9152 - None	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	35	0	0	1	1	1	2	0	0	1	1	17	0	0	0	0	0	0	712	67	1	0	3	63	0
Precinct 9152 - None	0	0	3	1	0	2	2	0	1	0	0	0	1	0	2	4	4	61	0	4	8	0	1	3	0	0	1	0	35	0	0	0	0	0	0	712	138	1	0	4	133	0
Precinct 9201 - None	0	1	2	1	1	3	2	0	1	0	0	0	0	0	0	1	2	108	0	2	1	1	3	7	0	1	0	1	47	2	3	1	0	0	0	953	201	0	0	9	192	1
Precinct 9201 - None	1	0	2	2	0	1	1	0	0	0	0	0	2	1	0	2	6	118	1	2	1	0	4	6	1	0	2	1	55	1	1	3	0	0	0	953	229	2	2	10	215	1
Precinct 9202 - None	1	1	0	2	0	1	0	0	0	0	0	0	0	1	0	0	2	108	2	5	1	1	1	5	0	1	1	0	39	1	0	0	0	0	0	908	184	-1	1	10	174	1
Precinct 9202 - None	0	0	0	3	1	1	0	0	0	0	0	1	0	0	0	1	4	125	0	2	6	1	1	6	1	0	1	1	49	0	0	2	0	0	0	908	218	0	2	8	208	2
Precinct 9203 - None	0	0	1	1	0	0	4	1	1	0	0	0	0	0	0	4	3	81	0	0	9	0	3	1	1	0	1	3	15	0	0	2	0	0	0	968	145	0	0	14	131	0
Precinct 9203 - None	0	3	0	0	0	14	11	3	1	0	0	0	2	0	3	3	1	183	0	1	7	0	0	4	1	0	0	7	33	2	0	3	0	0	0	968	300	4	1	13	282	0
Precinct 9204 - None	0	2	0	1	0	6	2	1	0	0	0	0	0	0	1	2	4	90	0	0	2	4	3	1	1	0	0	1	10	1	0	1	0	0	0	809	147	0	0	13	134	1
Precinct 9204 - None	0	2	1	0	1	9	8	0	1	0	0	0	1	0	1	2	0	145	1	1	7	0	0	2	0	1	0	4	24	0	0	3	0	0	0	809	223	-3	4	8	214	0
Precinct 9205 - None	0	0	1	0	0	2	1	0	0	0	0	1	0	1	0	0	0	71	0	3	1	1	1	2	0	0	1	0	15	1	0	0	0	0	0	694	113	0	0	11	102	0
Precinct 9205 - None	1	1	1	0	3	1	1	0	1	0	0	0	0	0	0	1	3	129	1	2	2	1	2	3	1	1	0	1	24	2	0	1	0	0	0	694	201	2	5	11	183	0
Precinct 9206 - None	0	3	0	0	0	9	1	0	0	0	0	0	0	0	0	4	1	74	1	1	7	0	4	2	0	0	0	0	16	1	0	1	0	0	0	887	135	-1	0	9	127	2
Precinct 9206 - None	0	0	0	1	0	14	10	1	0	0	0	0	0	0	0	10	5	171	0	1	11	1	3	6	0	2	0	11	27	0	2	1	0	0	0	887	294	0	0	17	277	0
Precinct 9207 - None	0	2	0	0	0	7	4	1	2	0	0	0	0	2	0	1	1	97	0	0	5	1	1	3	0	0	0	4	9	1	0	0	0	0	0	913	148	0	1	6	141	0
Precinct 9207 - None	0	0	3	0	2	6	3	0	0	0	0	0	0	0	2	3	2	163	1	0	10	1	2	4	0	1	0	3	20	1	0	0	0	0	0	913	249	1	0	19	229	2
Precinct 9208 - None	0	1	0	1	1	6	1	0	0	0	0	0	0	0	1	1	0	93	0	2	6	0	1	0	0	0	1	0	19	1	0	1	0	0	0	936	147	0	2	8	137	1
Precinct 9208 - None	0	0	0	0	0	10	3	2	1	0	0	0	0	0	0	4	2	150	0	2	6	0	1	6	1	0	0	4	32	0	1	0	0	0	0	936	240	-1	4	12	225	0
Precinct 9209 - None	0	1	1	0	1	3	0	0	2	0	0	0	1	0	1	2	2	79	0	1	3	1	0	1	0	1	0	1	15	0	0	0	0	0	0	675	121	-1	1	5	116	0
Precinct 9209 - None	0	0	0	0	0	9	4	0	0	0	0	0	0	0	2	1	0	121	0	4	4	0	3	3	0	0	0	3	20	1	0	1	0	0	0	675	188	0	1	11	176	0
Precinct 9211 - None	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	2	2	81	1	1	5	0	2	1	0	1	0	1	17	1	0	0	0	0	0	834	130	0	0	11	119	0
Precinct 9211 - None	0	3	1	0	0	10	8	1	1	0	0	0	0	0	0	2	4	120	0	2	8	0	3	2	1	0	0	1	30	2	0	0	0	0	0	834	212	1	0	12	199	0
Precinct 9212 - None	1	1	2	0	0	2	3	0	0	0	0	0	0	0	1	0	1	68	2	0	3	1	4	2	0	1	0	0	21	1	0	0	0	0	0	764	121	0	0	7	114	0
Precinct 9212 - None	0	0	0	1	1	6	4	0	0	0	0	0	0	3	1	1	2	124	0	4	4	0	1	0	0	0	0	6	31	1	0	0	0	0	0	764	205	3	0	11	191	1
Precinct 9213 - None	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	84	0	0	4	1	2	2	1	1	0	1	28	2	2	1	0	0	0	890	140	0	1	6	133	0
Precinct 9213 - None	0	1	1	0	0	10	3	0	1	1	0	0	0	1	2	5	4	151	1	3	2	0	2	8	1	0	0	1	39	0	0	3	0	0	0	890	260	2	1	14	243	3
Precinct 9214 - None	0	0	0	0	0	0	2	1	0	0	0	1	0	0	2	1	0	56	0	0	0	0	0	0	0	0	0	2	12	3	0	1	0	0	0	581	92	0	0	11	81	0
Precinct 9214 - None	0	2	1	0	0	7	0	1	1	1	0	0	0	1	1	2	2	129	1	1	1	0	0	3	1	1	0	4	23	1	0	2	0	0	0	581	203	2	2	13	186	0
Precinct 9215 - None	0	1	0	0	0	4	4	0	1	0	0	0	0	1	0	4	1	82	1	1	3	0	3	0	0	0	0	1	15	0	0	1	0	0	0	626	130	0	2	5	123	0
Precinct 9215 - None	0	1	0	0	0	7	3	0	0	0	0	0	0	0	1	1	3	113	0	1	2	1	3	1	1	0	0	0	24	3	0	0	0	0	0	626	170	-1	0	6	165	0
Precinct 9216 - None	0	0	0	0	0	2	1	0	1	0	0	0	0	0	1	1	2	90	0	2	4	1	0	0	1	1	0	1	17	1	0	1	0	0	0	798	134	-1	1	7	127	0
Precinct 9216 - None	0	1	0	0	0	8	2	0	2	0	0	0	2	0	0	1	7	134	0	1	2	0	2	3	0	0	1	1	20	1	0	2	0	0	0	798	206	0	2	13	191	1
Precinct 9217 - None	0	2	0	0	0	1	2	0	1	0	0	0	0	0	0	1	2	73	0	4	6	1	7	0	0	1	1	2	6	3	0	0	0	0	0	684	123	0	0	9	114	1
Precinct 9217 - None	0	2	0	0	0	5	3	1	2	1	0	0	0	0	2	5	4	98	0	2	6	0	2	1	3	2	0	2	26	0	0	0	0	0	0	684	187	3	0	17	167	0
Precinct 9218 - None	0	0	0	0	0	2	1	0	1	0	0	2	0	0	0	2	1	61	1	1	1	1	2	2	1	1	0	1	21	0	0	1	0	0	0	797	119	0	0	16	103	0
Precinct 9218 - None	0	0	0	1	1	8	7	0	0	0	0	2	2	1	1	2	3	138	0	1	8	0	5	3	0	0	1	1	21	0	0	1	0	0	0	797	225	2	1	15	207	0
Precinct 9219 - None	0	0	0	1	0	7	2	0	0	0	0	0	0	0	0	1	0	81	0	3	0	0	0	2	0	2	1	2	30	1	0	1	0	0	0	733	146	0	0	11	135	1
Precinct 9219 - None	0	2	1	0	0	2	2	1	0	0	0	0	0	0	1	1	1	121	0	2	4	0	1	4	0	0	0	1	29	0	0	0	0	0	0	733	187	0	1	10	176	3
Precinct 9221 - None	0	1	0	0	1	2	2	0	0	0	0	0	0	0	0	0	1	85	0	1	2	0	2	0	2	0	0	1	11	0	0	0	0	0	0	641	121	0	0	10	111	0
Precinct 9221 - None	1	1	0	0	0	4	8	0	0	0	0	0	0	0	1	3	3	203	0	0	4	1	0	1	1	2	1	2	27	1	1	2	0	0	0	641	278	1	0	7	270	3
Precinct 9222 - None	0	1	1	1	0	3	1	0	0	0	0	0	0	1	0	0	2	98	0	2	0	1	1	0	0	0	1	0	15	1	0	1	0	0	0	842	139	-1	0	10	130	0
Precinct 9222 - None	0	0	1	0	0	8	4	0	1	0	0	0	0	0	2	2	2	191	0	0	5	2	2	2	0	2	0	3	22	2	0	1	0	0	0	842	268	3	0	11	254	2
Precinct 9223 - None	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	2	1	61	1	0	4	0	0	0	0	2	0	2	8	0	0	0	0	0	0	606	88	1	0	3	84	0
Precinct 9223 - None	0	0	0	0	0	1	4	2	1	0	0	0	0	0	0	0	2	143	0	1	6	2	0	6	0	1	0	1	17	1	0	1	0	0	0	606	202	1	1	11	189	0
Precinct 9224 - None	0	1	1	0	0	11	2	0	0	0	0	0	0	1	3	1	1	92	0	2	9	1	3	0	0	0	0	0	24	0	0	0	0	0	0	912	171	6	0	13	152	0
Precinct 9224 - None	0	4	0	0	0	11	7	0	0	0	1	0	0	1	1	4	4	180	0	2	9	0	1	5	0	0	0	5	43	2	0	2	0	0	0	912	308	7	0	17	284	2
Precinct 9225 - None	0	2	0	1	0	2	2	0	0	0	0	0	0	1	0	0	2	88	0	1	9	0	5	3	0	3	0	2	29	2	0	1	0	0	0	898	161	0	0	8	153	0
Precinct 9225 - None	0	0	0	0	1	6	5	1	1	0	0	0	1	0	3	2	5	146	0	2	2	1	4	1	2	1	0	1	39	4	0	0	0	0	0	898	243	0	0	15	228	0
Precinct 9226 - None	0	0	0	0	0	5	3	0	0	1	0	0	0	0	0	3	2	87	1	1	3	0	3	0	1	1	0	2	21	1	0	0	0	0	0	905	143	-1	0	9	135	0
Precinct 9226 - None	1	3	0	0	0	14	8	1	1	0	0	0	1	0	0	5	4	188	0	3	3	0	1	3	1	0	0	2	42	1	0	1	0	0	0	905	312	0	2	22	288	5
Precinct 9227 - None	0	0	1	0	2	2	2	0	0	0	0	0	0	0	0	4	2	95	0	0	2	0	3	1	1	1	0	0	16	3	1	0	0	0	0	729	140	0	0	3	137	1
Precinct 9227 - None	0	2	1	1	0	9	7	0	0	0	0	0	0	0	0	4	3	217	0	0	6	0	0	0	1	0	0	1	35	1	1	1	0	0	0	729	304	-1	2	12	291	1
Precinct 9228 - None	0	0	0	0	0	3	3	1	1	0	0	0	0	2	1	0	1	118	0	1	3	0	2	4	0	3	0	2	14	3	0	2	0	0	0	726	175	3	0	7	165	1
Precinct 9228 - None	0	6	0	0	0	5	3	2	1	0	0	0	0	0	1	6	1	189	0	1	10	0	1	3	2	2	0	3	23	3	0	0	0	0	0	726	277	4	1	8	264	2
Precinct 9229 - None	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	79	0	2	0	0	2	0	0	2	0	1	24	2	0	1	0	0	0	596	130	-1	1	11	119	1
Precinct 9229 - None	0	1	0	0	0	4	1	0	0	0	0	0	0	0	0	4	4	146	0	0	3	0	1	3	1	0	0	2	38	0	0	2	0	0	0	596	219	-1	0	8	212	2
Precinct 9231 - None	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	1	0	146	0	1	4	1	5	1	1	0	1	1	44	0	0	0	0	0	0	919	221	-2	0	11	212	1
Precinct 9231 - None	0	1	2	0	0	4	1	0	1	0	0	0	1	0	2	2	2	200	0	0	2	1	1	8	0	1	1	1	47	2	1	0	0	0	0	919	294	-2	1	13	282	1
Precinct 9232 - None	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	99	0	2	6	1	2	2	1	0	0	1	29	1	0	0	0	0	0	701	151	0	0	4	147	0
Precinct 9232 - None	0	1	0	2	0	8	4	0	0	0	0	0	0	0	0	0	2	191	1	2	2	0	2	3	1	0	1	1	33	1	0	2	0	0	0	701	274	1	0	14	259	2
Precinct 9233 - None	0	1	0	0	1	5	1	0	0	0	0	0	0	0	2	0	1	99	0	1	1	0	0	0	0	0	2	0	10	0	0	2	0	0	0	774	139	0	0	12	127	1
Precinct 9233 - None	0	1	0	0	0	7	6	1	2	0	0	0	0	0	1	6	4	212	1	1	6	1	4	1	1	2	0	1	23	0	0	0	0	0	0	774	308	2	1	21	284	3
Precinct 9234 - None	0	0	1	0	0	3	2	0	0	0	0	0	1	0	0	0	1	76	0	0	2	1	0	4	1	1	0	1	26	0	1	1	0	0	0	731	131	-1	0	9	123	1
Precinct 9234 - None	0	2	0	0	1	12	6	0	1	0	0	0	0	0	0	1	0	188	0	1	3	0	8	2	0	2	0	2	24	2	0	1	0	0	0	731	281	3	1	21	256	0
Precinct 9235 - None	0	1	0	0	0	4	4	0	0	0	0	0	0	0	0	0	2	123	0	1	1	1	1	2	0	2	1	0	18	0	0	0	0	0	0	842	174	1	1	11	161	0
Precinct 9235 - None	0	1	1	0	0	7	7	2	0	0	0	0	1	0	1	4	2	209	1	3	5	0	1	0	1	1	0	4	27	1	0	2	0	0	0	842	298	-1	1	15	283	2
Precinct 9236 - None	0	1	0	1	0	1	10	0	0	0	0	0	0	0	0	2	1	83	0	1	2	2	1	1	0	0	0	2	14	1	0	0	0	0	0	658	130	0	0	7	123	0
Precinct 9236 - None	0	1	1	0	0	3	1	0	0	0	0	0	0	0	2	0	2	155	0	3	3	1	0	2	0	0	0	4	19	0	1	1	0	0	0	658	207	3	2	2	200	1
Precinct 9237 - None	0	0	0	1	0	5	0	0	1	0	0	0	2	0	0	0	2	87	0	0	1	0	1	4	0	1	0	2	27	3	0	0	0	0	0	880	145	0	0	6	139	2
Precinct 9237 - None	0	2	0	2	0	8	3	1	0	0	0	0	0	0	0	1	2	237	1	5	9	0	2	5	3	0	0	0	31	1	0	1	0	0	0	880	331	-1	1	16	315	1
Precinct 9238 - None	0	2	1	0	0	3	1	0	0	0	0	0	0	1	0	2	0	88	0	0	3	0	2	1	0	0	0	2	14	1	0	0	0	0	0	792	130	0	0	9	121	0
Precinct 9238 - None	0	3	0	0	0	7	6	0	0	0	0	0	0	0	1	6	2	178	0	0	8	0	2	4	1	0	0	0	36	1	1	1	0	0	0	792	271	-1	2	12	258	1
Precinct 9239 - None	0	0	0	0	0	1	0	1	0	0	0	0	0	1	2	0	1	77	1	1	7	1	2	2	1	0	0	1	12	0	0	0	0	0	0	835	117	0	0	6	111	0
Precinct 9239 - None	1	2	1	1	0	8	7	2	0	0	0	1	0	1	3	3	0	220	0	1	4	0	0	5	1	0	1	3	32	4	0	0	0	0	0	835	318	0	1	13	304	3
Precinct 9241 - None	0	1	1	0	0	2	2	1	1	0	0	0	0	0	0	2	1	104	0	1	3	0	1	1	0	1	1	4	24	1	0	0	0	0	0	961	158	1	0	5	152	0
Precinct 9241 - None	0	3	1	1	0	16	1	0	0	0	0	0	0	0	1	3	6	225	1	0	3	0	2	5	0	0	0	1	32	0	0	3	0	1	0	961	322	2	3	11	306	1
Precinct 9242 - None	0	1	3	0	0	2	2	0	1	0	0	0	0	0	0	0	2	81	0	1	5	2	5	2	0	0	0	2	34	0	0	2	0	0	0	940	154	0	0	9	145	0
Precinct 9242 - None	0	2	0	0	0	8	0	1	1	0	0	0	0	0	0	2	4	189	0	3	6	0	4	4	1	1	0	1	44	3	0	1	0	0	0	940	300	3	1	19	277	2
Precinct 9243 - None	0	0	0	0	0	2	1	1	0	0	0	0	1	0	0	0	3	85	0	1	4	0	1	0	0	0	0	1	23	0	1	0	0	0	0	572	135	0	0	11	124	0
Precinct 9243 - None	0	0	0	0	0	6	1	0	0	0	0	0	0	1	0	1	2	125	1	3	1	0	3	5	0	1	0	0	26	0	0	1	0	0	0	572	188	1	1	7	179	2
Precinct 9244 - None	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	2	0	103	0	2	3	0	6	1	0	3	0	0	18	0	2	0	0	0	0	880	149	1	1	4	143	0
Precinct 9244 - None	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	2	1	190	0	1	2	1	2	5	0	0	1	0	41	0	0	0	0	0	0	880	269	-1	1	17	252	1
Precinct 9245 - None	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	1	0	84	0	1	3	0	2	2	0	1	0	0	23	0	0	0	0	0	0	706	128	0	0	7	121	0
Precinct 9245 - None	0	0	0	0	1	1	3	1	0	0	0	0	0	0	0	3	0	148	0	2	4	0	2	3	0	0	0	1	32	0	0	1	0	0	0	706	226	2	1	20	203	1
Precinct 9246 - None	0	0	1	0	0	5	0	1	0	0	0	0	0	1	0	0	0	94	0	0	1	0	2	2	0	1	1	3	22	1	0	0	0	0	0	910	139	0	1	3	135	0
Precinct 9246 - None	0	3	4	0	0	9	0	0	1	0	0	1	0	0	0	2	0	189	0	2	5	1	3	3	0	2	0	0	49	0	0	2	0	0	0	910	299	-1	3	21	276	0
Precinct 9247 - None	0	0	0	1	1	2	2	0	1	0	0	0	0	0	0	2	3	78	0	3	3	1	5	5	0	2	1	0	29	1	0	2	0	0	0	936	151	-1	0	9	143	1
Precinct 9247 - None	0	0	1	0	0	4	5	2	1	0	0	0	1	0	1	7	3	180	2	2	4	0	7	5	0	2	1	0	64	1	0	0	0	0	0	936	303	1	1	8	293	0
Precinct 9248 - None	0	0	1	0	0	2	2	1	0	0	0	0	0	0	0	1	1	112	0	2	2	0	9	6	0	3	1	1	26	0	1	1	0	0	0	898	181	0	0	8	173	1
Precinct 9248 - None	0	0	1	2	0	6	5	1	1	0	0	0	1	0	0	3	0	174	1	1	6	0	3	4	0	4	1	0	39	1	0	0	0	0	0	898	282	6	0	20	256	2
Precinct 9249 - None	0	1	0	0	0	4	3	0	0	0	0	0	0	0	0	0	3	120	0	0	2	0	5	4	0	0	0	2	31	0	0	0	0	0	0	910	187	1	1	10	175	0
Precinct 9249 - None	0	5	0	0	0	4	1	1	0	0	0	0	1	0	0	5	3	194	0	10	3	2	0	4	0	1	0	0	54	1	0	1	0	0	0	910	314	3	3	16	292	2
Precinct 9251 - None	0	1	2	0	0	3	0	0	0	1	0	0	1	0	1	1	0	137	1	0	5	1	2	4	0	0	1	0	37	1	0	0	0	0	0	946	204	0	0	5	199	0
Precinct 9251 - None	0	0	2	0	1	5	2	0	1	0	0	0	0	0	0	2	3	222	0	2	5	0	7	12	0	1	0	3	58	2	0	0	0	0	0	946	342	-1	0	15	328	0
Precinct 9252 - None	0	1	1	0	0	4	2	3	0	0	0	0	2	2	0	1	1	78	0	1	0	0	3	3	0	0	0	0	32	1	0	0	0	0	0	913	140	-1	0	5	136	1
Precinct 9252 - None	0	2	3	0	0	10	6	1	1	0	0	1	0	1	3	2	2	215	0	2	6	0	9	6	2	1	1	4	56	1	0	0	0	0	0	913	352	1	1	14	336	1
Precinct 9253 - None	0	1	2	0	0	0	2	1	1	0	0	0	0	0	0	1	3	77	0	2	2	0	4	3	0	0	0	3	22	0	0	0	0	0	0	751	138	4	1	9	124	0
Precinct 9253 - None	1	3	0	1	0	7	11	0	0	0	0	0	0	0	0	2	1	163	3	4	3	0	5	5	0	0	0	0	41	2	1	0	0	0	0	751	272	0	6	13	253	0
Precinct 9254 - None	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	100	1	2	3	0	5	0	0	0	0	1	41	0	0	0	0	0	0	889	168	0	1	10	157	0
Precinct 9254 - None	0	3	0	0	0	11	3	0	0	0	0	0	0	3	0	2	3	213	0	3	3	0	0	5	0	0	0	0	56	0	3	1	0	0	0	889	318	-2	1	8	311	2
Precinct 9255 - None	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	2	2	61	0	2	2	0	5	1	0	3	0	0	33	0	0	1	0	0	0	545	126	0	1	9	116	1
Precinct 9255 - None	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	3	2	67	1	1	1	0	1	1	1	0	0	1	36	0	0	0	0	0	0	545	128	1	0	8	119	0
Precinct 9256 - None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	1	0	0	1	1	1	0	0	0	19	0	0	0	0	0	0	433	77	0	0	4	73	1
Precinct 9256 - None	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	1	1	57	0	2	0	1	1	3	2	0	0	0	27	0	0	0	0	0	0	433	103	-1	0	5	99	0
Precinct 9257 MB - None	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	0	73	0	3	0	0	4	5	0	0	0	3	49	0	0	0	0	0	0	312	150	-1	3	5	143	1
Precinct 9258 - None	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	1	75	0	1	1	0	2	3	0	1	1	1	28	2	0	0	0	0	0	699	127	0	0	5	122	0
Precinct 9258 - None	0	0	1	1	0	3	5	0	2	0	0	0	0	0	0	2	2	145	2	4	2	0	3	3	2	0	1	0	50	3	0	0	0	0	0	699	244	-2	0	14	232	1
Precinct 9401 - None	0	1	2	0	1	0	0	0	0	0	0	0	1	0	0	1	1	91	0	4	4	0	9	5	0	2	2	1	49	1	0	0	0	0	0	970	194	-1	0	19	176	1
Precinct 9401 - None	0	1	5	0	0	4	1	3	1	0	0	0	0	3	0	1	3	157	0	4	1	1	5	9	1	0	4	1	69	0	0	2	0	1	0	970	293	-2	1	16	278	1
Precinct 9402 - None	0	2	2	0	0	1	0	0	3	0	0	1	1	2	0	3	0	95	0	2	4	1	3	7	0	1	2	1	46	0	2	0	0	0	0	931	197	0	2	16	179	0
Precinct 9402 - None	0	1	1	0	0	2	8	2	1	0	0	1	1	3	1	6	1	166	1	3	3	2	5	3	0	0	1	2	71	0	0	1	0	0	0	931	307	1	2	17	287	1
Precinct 9403 - None	0	0	1	0	0	2	1	0	1	0	0	0	0	1	2	1	1	82	0	3	4	1	7	1	0	0	0	5	46	0	1	0	0	0	0	853	167	0	1	6	160	0
Precinct 9403 - None	0	1	1	0	0	8	2	0	0	0	0	1	0	5	2	4	2	144	0	3	7	0	3	3	2	1	1	1	64	5	1	2	0	0	0	853	286	2	1	17	266	3
Precinct 9404 - None	0	0	1	1	2	4	1	0	1	0	0	0	1	2	1	2	0	76	0	3	5	0	4	3	0	1	2	0	31	1	0	0	0	0	0	889	153	0	0	11	142	0
Precinct 9404 - None	0	0	3	0	0	8	2	2	2	0	0	0	1	6	0	4	1	170	1	4	7	2	6	8	0	0	2	4	59	2	0	2	0	0	0	889	320	3	1	20	296	0
Precinct 9405 - None	2	0	2	0	1	2	6	0	0	0	0	0	1	1	2	0	1	88	0	0	4	0	5	3	0	0	0	0	31	0	0	0	0	0	0	757	160	-1	0	11	150	1
Precinct 9405 - None	2	1	1	1	0	6	5	1	1	0	1	0	1	5	1	2	0	123	0	3	7	0	9	7	0	0	2	2	39	1	0	0	0	0	0	757	245	1	0	22	222	1
