Subtotal Area	JOSH JONES	J. BRIBIESCA	GLORIA ESTELA LA RIVA	PETER Y LIU	ANTONIO VILLARAIGOSA	YVONNE GIRARD	ROBERT DAVIDSON GRIFFIS	SHUBHAM GOEL	TRAVIS ALLEN	AKINYEMI AGBEDE	JOHNNY WATTENBURG	NICKOLAS WILDSTAR	DESMOND SILVEIRA	MICHAEL SHELLENBERGER	ZOLTAN ISTVAN	CHRISTOPHER N. CARLSON	THOMAS JEFFERSON CARES	JOHN CHIANG	JOHN H. COX	AMANDA RENTERIA	DELAINE EASTIN	JEFFREY EDWARD TAYLOR	KLEMENT TINAJ	HAKAN "HAWK" MIKADO	ALBERT CAESAR MEZZETTI	GAVIN NEWSOM	ROBERT C. NEWMAN, II	K. PEARCE	VERONIKA FIMBRES	ARMANDO M. ARREOLA	ARMAN SOLTANI	PETER CRAWFORD VALENTINO	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Ballots Counted	Writein Votes
Precinct 7030 - Vote By Mail	0	0	0	4	2	1	1	0	14	0	0	0	0	0	0	0	1	78	20	1	7	1	0	3	0	126	1	0	0	0	0	0	729	277	0	9	8	260	0
Precinct 7031 - Election Day	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	3	2	0	6	0	0	0	0	34	0	0	0	0	0	0	611	50	0	1	1	48	0
Precinct 7031 - Vote By Mail	0	1	1	2	15	0	0	0	11	0	0	0	0	0	0	0	1	34	14	0	10	1	0	0	1	123	0	0	0	0	0	0	611	224	0	7	3	214	0
Precinct 7032 - Election Day	4	0	1	1	15	0	0	0	2	1	0	0	0	0	1	0	1	4	2	1	10	2	0	0	0	70	0	0	0	0	0	0	867	126	0	3	8	115	0
Precinct 7032 - Vote By Mail	0	0	1	0	15	0	0	0	17	1	0	0	0	0	0	0	2	27	7	2	10	0	0	0	0	138	0	0	0	0	0	0	867	238	0	11	7	220	0
Precinct 7033 - Election Day	0	1	1	0	18	1	0	0	3	1	0	0	1	0	0	0	1	5	3	6	17	1	0	2	0	67	0	0	0	0	0	0	765	135	0	2	2	131	3
Precinct 7033 - Vote By Mail	0	0	1	0	13	0	0	0	2	1	0	1	0	0	1	0	0	15	3	1	9	0	0	0	1	121	0	0	0	0	0	0	765	181	0	7	5	169	0
Precinct 7034 - Election Day	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	1	0	5	3	3	4	0	1	1	0	59	2	0	0	0	0	0	914	97	0	10	3	84	0
Precinct 7034 - Vote By Mail	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	4	3	3	1	6	0	0	0	0	120	0	0	0	0	0	0	914	154	0	4	5	145	0
Precinct 7035 - Election Day	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	1	3	0	2	5	0	0	0	0	53	1	0	0	0	0	0	553	73	0	1	1	71	0
Precinct 7035 - Vote By Mail	1	0	0	3	12	0	0	0	3	2	0	0	0	0	0	0	0	6	8	1	10	0	0	0	0	118	0	0	0	0	0	0	553	170	0	5	1	164	0
Precinct 7036 - Election Day	1	0	2	0	11	0	0	0	1	0	0	0	0	0	0	0	0	2	5	0	2	0	0	1	0	25	0	0	0	0	0	0	898	52	0	1	1	50	0
Precinct 7036 - Vote By Mail	0	0	0	3	25	1	0	0	10	0	0	0	0	0	0	0	2	26	28	3	12	0	2	0	0	134	0	0	0	0	0	0	898	265	0	13	6	246	0
Precinct 7037 - Election Day	0	1	0	0	4	0	0	0	0	1	0	0	0	0	0	1	1	3	1	0	0	0	0	1	0	48	0	0	0	0	0	0	730	73	0	10	2	61	0
Precinct 7037 - Vote By Mail	0	0	0	1	8	0	0	0	3	0	0	0	0	0	0	0	0	5	4	0	4	0	0	1	0	32	0	0	0	0	0	0	730	64	0	3	3	58	0
Precinct 7038 - Election Day	0	0	1	0	15	0	0	0	4	0	0	0	0	0	0	0	1	7	3	1	1	0	1	0	1	47	0	0	0	0	0	0	880	84	0	0	2	82	0
Precinct 7038 - Vote By Mail	0	1	0	1	12	0	0	0	9	0	0	0	0	0	1	0	2	46	14	2	13	0	0	0	0	132	0	0	0	0	0	0	880	255	0	14	8	233	0
Precinct 7039 - Election Day	0	0	1	0	5	0	0	0	6	0	0	0	0	1	0	2	0	10	11	4	7	0	0	0	1	59	0	0	0	0	0	0	768	111	0	2	2	107	0
Precinct 7039 - Vote By Mail	2	0	2	2	17	0	0	0	18	0	1	1	0	1	0	0	0	35	18	0	6	0	0	0	1	110	0	0	0	0	0	0	768	225	0	7	4	214	0
Precinct 7041 MB - Vote By Mail	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	13	0	0	0	0	0	0	60	24	0	0	1	23	0
Precinct 7042 - Election Day	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	1	7	3	0	7	0	0	1	0	43	0	0	0	0	0	0	632	75	0	2	1	72	0
Precinct 7042 - Vote By Mail	0	0	1	0	15	0	0	0	7	0	0	0	0	0	0	0	1	31	15	1	16	0	0	0	0	95	0	0	0	0	0	0	632	191	0	4	5	182	0
Precinct 7043 - Election Day	0	0	1	0	14	0	0	0	0	0	0	0	0	0	0	0	0	10	2	1	12	0	0	1	0	50	1	0	0	0	0	0	915	97	0	2	3	92	0
Precinct 7043 - Vote By Mail	0	0	1	3	35	0	0	0	11	0	0	0	0	0	0	1	1	36	9	0	25	0	1	0	0	149	0	0	0	0	0	0	915	282	0	8	2	272	0
Precinct 7044 - Election Day	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	4	0	0	0	0	59	0	0	0	0	0	0	805	86	0	4	4	78	1
Precinct 7044 - Vote By Mail	0	0	1	0	9	0	0	0	9	3	0	0	0	1	0	0	2	11	4	3	4	0	0	1	0	66	0	0	0	0	0	0	805	125	0	8	3	114	0
Precinct 7045 - Election Day	0	1	0	1	8	0	0	0	4	0	1	0	0	0	0	0	0	9	6	0	6	0	0	0	0	44	0	0	0	0	0	0	763	87	0	1	6	80	0
Precinct 7045 - Vote By Mail	1	0	0	1	18	0	0	0	25	0	0	0	0	0	0	0	0	63	17	2	11	0	3	0	0	118	0	0	0	0	0	0	763	282	0	12	11	259	0
Precinct 7046 - Election Day	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	6	3	1	3	0	0	0	0	32	0	0	0	0	0	0	385	54	0	0	1	53	2
Precinct 7046 - Vote By Mail	0	0	0	0	13	0	0	0	14	0	0	0	0	0	0	0	1	16	11	0	8	0	0	0	0	69	0	0	0	0	0	0	385	136	0	1	3	132	0
Precinct 7047 - Election Day	1	0	0	0	8	0	1	0	0	0	0	0	0	1	0	0	1	3	1	0	10	0	0	0	0	36	0	0	0	0	0	0	781	68	0	3	3	62	0
Precinct 7047 - Vote By Mail	1	2	1	1	19	1	0	0	17	0	0	0	0	1	1	0	4	42	13	0	20	0	0	0	0	149	5	0	0	0	0	0	781	298	0	13	8	277	0
Precinct 7048 - Election Day	0	0	1	0	9	0	0	0	1	0	0	0	0	1	2	0	0	6	1	3	3	1	0	0	1	63	1	0	0	0	0	0	815	94	0	0	1	93	0
Precinct 7048 - Vote By Mail	2	0	0	0	4	0	0	0	12	1	0	0	0	1	0	1	0	49	6	4	5	1	1	0	0	138	0	0	0	0	0	0	815	248	0	15	8	225	0
Precinct 7049 - Election Day	2	0	0	0	10	0	0	0	2	0	0	0	0	0	0	0	1	22	8	1	1	0	0	0	0	59	0	0	0	0	0	0	751	108	0	1	0	107	1
Precinct 7049 - Vote By Mail	0	0	0	3	8	1	0	0	17	0	0	0	0	0	0	0	4	46	19	0	2	0	0	0	0	122	0	0	0	0	0	0	751	241	0	12	7	222	0
Precinct 7051 - Election Day	0	0	0	0	6	1	0	0	0	0	0	1	0	0	0	0	0	9	4	0	3	1	3	0	0	36	0	0	0	0	0	0	839	70	0	3	3	64	0
Precinct 7051 - Vote By Mail	0	1	0	2	11	1	0	0	15	0	0	1	0	0	0	1	1	61	23	6	10	0	0	0	0	141	9	0	0	0	0	0	839	302	0	14	5	283	0
Precinct 7052 - Election Day	0	0	1	1	10	0	0	0	2	0	0	0	0	0	0	0	0	18	3	2	5	0	1	0	1	70	1	0	0	0	0	0	806	120	0	3	2	115	0
Precinct 7052 - Vote By Mail	0	0	0	2	9	0	0	0	23	0	0	0	0	3	1	0	2	44	23	0	10	0	0	0	0	151	0	0	0	0	0	0	806	278	0	4	6	268	0
Precinct 7053 - Election Day	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	7	1	2	3	0	0	0	0	24	0	0	0	0	0	0	548	44	0	1	1	42	0
Precinct 7053 - Vote By Mail	1	0	0	3	18	0	0	0	9	0	0	0	0	2	0	0	0	23	14	2	5	0	0	0	0	122	0	0	0	0	0	0	548	205	0	4	1	200	1
Precinct 7054 - Election Day	1	0	1	0	11	0	0	0	2	1	0	0	1	1	0	0	1	6	3	3	12	0	0	0	2	83	0	0	0	0	0	0	1,024	141	0	12	1	128	0
Precinct 7054 - Vote By Mail	0	0	2	0	25	0	0	0	15	1	0	0	0	0	0	0	1	19	4	1	20	0	0	0	1	170	0	0	0	0	0	0	1,024	275	0	8	8	259	0
Precinct 7055 - Election Day	0	0	1	0	7	0	0	0	2	0	0	0	0	0	1	0	1	8	2	1	8	0	0	0	0	48	0	0	0	0	0	0	699	83	0	0	4	79	0
Precinct 7055 - Vote By Mail	2	0	1	1	15	0	0	0	20	1	0	0	0	1	2	0	0	46	8	0	16	0	0	0	0	136	1	0	0	0	0	0	699	256	0	1	5	250	0
Precinct 7101 MB - Vote By Mail	0	0	0	0	11	0	0	0	0	0	0	0	0	1	0	0	0	7	0	1	10	0	0	0	0	51	0	0	0	0	0	0	141	83	0	1	1	81	0
Precinct 7201 - Election Day	0	0	0	0	17	0	0	0	1	0	0	2	0	1	0	0	1	14	11	3	6	0	2	0	0	83	2	0	0	0	0	0	900	147	0	2	2	143	0
Precinct 7201 - Vote By Mail	0	0	1	0	30	0	0	0	6	0	0	0	0	2	0	0	0	21	35	5	28	0	1	0	0	193	0	0	0	0	0	0	900	333	0	3	8	322	0
Precinct 7202 - Election Day	0	0	0	0	17	0	0	0	0	0	0	2	0	0	0	0	1	14	15	2	13	0	1	0	0	72	1	0	0	0	0	0	830	138	0	0	0	138	0
Precinct 7202 - Vote By Mail	0	0	0	0	30	1	1	0	7	0	0	0	0	1	0	0	0	14	54	5	10	0	0	0	0	142	0	0	0	0	0	0	830	271	0	0	6	265	0
Precinct 7203 - Election Day	0	0	0	0	23	0	0	0	2	0	0	1	0	0	0	0	3	6	15	3	16	0	0	0	1	102	0	0	0	0	0	0	867	174	0	0	2	172	0
Precinct 7203 - Vote By Mail	0	1	1	0	27	0	0	0	3	0	0	0	0	0	0	0	1	12	13	3	17	0	0	0	0	159	0	0	0	0	0	0	867	243	0	2	4	237	0
Precinct 7204 - Election Day	0	0	0	0	12	0	0	0	4	0	0	0	0	0	1	0	2	13	12	3	10	0	2	0	0	92	1	0	0	0	0	0	888	157	0	3	2	152	0
Precinct 7204 - Vote By Mail	0	0	2	2	40	0	0	0	3	0	0	0	0	0	1	1	0	18	35	7	26	0	1	0	0	196	2	0	0	0	0	0	888	340	0	0	6	334	0
Precinct 7205 - Election Day	3	0	0	1	14	1	0	0	3	0	0	0	0	0	1	0	1	10	14	0	16	0	0	0	0	118	0	0	0	0	0	0	847	183	0	1	0	182	0
Precinct 7205 - Vote By Mail	0	0	1	0	50	0	0	0	6	0	0	0	0	1	0	1	0	25	31	3	17	0	0	0	0	167	0	0	0	0	0	0	847	309	0	3	4	302	0
Precinct 7206 - Election Day	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	6	3	4	9	0	0	0	0	55	0	0	0	0	0	0	375	88	0	1	3	84	0
Precinct 7206 - Vote By Mail	1	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	5	8	4	7	0	0	0	0	81	0	0	0	0	0	0	375	124	0	4	0	120	0
Precinct 7207 - Election Day	1	0	0	0	7	0	0	0	3	0	0	0	0	2	0	0	1	5	6	2	15	1	0	1	0	72	1	0	0	0	0	0	744	119	0	0	2	117	0
Precinct 7207 - Vote By Mail	0	0	0	0	34	0	0	0	2	1	0	0	0	0	0	1	0	16	16	4	15	0	0	0	0	132	2	0	0	0	0	0	744	231	0	4	4	223	0
Precinct 7208 - Election Day	1	0	0	0	9	0	0	0	2	1	0	0	0	0	0	0	1	4	2	0	8	0	0	0	0	46	0	0	0	0	0	0	567	76	0	0	2	74	0
Precinct 7208 - Vote By Mail	0	0	0	1	19	0	1	0	2	0	0	0	0	1	0	0	0	13	16	5	19	0	1	0	0	118	1	0	0	0	0	0	567	206	0	7	2	197	0
Precinct 7209 - Election Day	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	1	5	3	4	5	0	0	0	0	41	0	0	0	0	0	0	586	69	0	0	1	68	0
Precinct 7209 - Vote By Mail	0	0	0	1	20	1	0	0	5	0	0	0	0	0	4	0	1	21	30	2	22	0	1	0	1	212	0	0	0	0	0	0	586	326	0	2	3	321	0
Precinct 7301 - Election Day	0	1	0	0	10	0	0	0	6	0	0	0	0	3	1	0	1	16	6	2	12	0	0	0	0	79	0	0	0	0	0	0	1,002	150	0	12	1	137	0
Precinct 7301 - Vote By Mail	1	1	1	0	24	0	0	0	13	0	0	0	0	0	0	1	2	33	26	6	10	0	0	0	0	148	4	0	0	0	0	0	1,002	299	0	15	14	270	0
Precinct 7302 - Election Day	1	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	19	12	1	14	1	0	0	0	58	0	0	0	0	0	0	806	121	0	2	3	116	0
Precinct 7302 - Vote By Mail	3	0	0	3	31	0	1	0	10	0	0	0	0	0	0	1	3	38	29	5	18	0	0	1	0	192	0	0	0	0	0	0	806	352	0	11	6	335	0
Precinct 7303 - Election Day	1	0	1	0	17	0	0	0	2	1	0	0	0	0	0	0	0	13	11	2	19	0	0	0	0	95	2	0	0	0	0	0	986	167	0	1	2	164	0
Precinct 7303 - Vote By Mail	0	0	0	1	31	0	0	0	9	0	0	0	0	1	1	1	0	27	25	4	25	0	0	0	1	180	0	0	0	0	0	0	986	318	0	9	3	306	0
Precinct 7304 - Election Day	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	1	16	15	3	23	0	0	0	0	127	1	0	0	0	0	0	972	203	0	0	1	202	0
Precinct 7304 - Vote By Mail	1	1	3	0	23	0	0	0	1	0	0	0	0	1	0	1	0	46	28	0	15	0	0	0	1	200	0	0	0	0	0	0	972	330	0	3	6	321	0
Precinct 7305 - Election Day	0	0	0	0	9	1	0	0	3	0	0	0	0	0	0	0	2	14	20	4	26	0	1	0	1	88	0	0	0	0	0	0	851	171	0	0	2	169	0
Precinct 7305 - Vote By Mail	0	0	0	0	28	0	0	0	14	0	0	0	0	1	1	0	0	18	28	2	30	0	0	0	1	174	0	0	0	0	0	0	851	306	0	2	7	297	0
Precinct 7306 - Election Day	1	0	0	0	11	0	0	0	0	0	0	0	0	0	2	1	1	18	16	3	23	0	0	0	0	96	0	0	0	0	0	0	1,014	179	0	2	5	172	0
Precinct 7306 - Vote By Mail	0	0	2	2	28	0	0	0	4	0	0	0	0	1	2	1	0	32	26	3	27	0	0	0	0	157	1	0	0	0	0	0	1,014	302	0	5	11	286	0
Precinct 7307 - Election Day	4	0	2	0	14	0	0	0	1	0	0	1	0	1	1	0	3	15	9	2	8	0	0	0	1	78	0	0	0	0	0	0	726	143	0	0	3	140	0
Precinct 7307 - Vote By Mail	1	0	0	0	18	0	0	0	2	0	0	0	0	0	1	0	1	20	19	3	14	1	0	0	0	131	0	0	0	0	0	0	726	226	0	7	8	211	0
Precinct 7308 - Election Day	1	1	0	0	18	0	0	0	1	0	0	0	0	0	0	0	1	4	10	1	13	0	0	0	0	82	0	0	0	0	0	0	598	133	0	1	0	132	0
Precinct 7308 - Vote By Mail	0	0	0	0	28	0	0	0	2	0	0	0	0	1	1	0	0	16	15	3	18	0	0	0	2	116	0	0	0	0	0	0	598	204	0	1	1	202	0
Precinct 7309 - Election Day	0	1	0	0	17	0	0	0	1	0	0	0	0	2	0	1	1	11	11	5	15	1	0	0	0	93	1	0	0	0	0	0	826	160	0	0	0	160	0
Precinct 7309 - Vote By Mail	2	0	0	0	12	0	0	0	3	0	0	0	0	0	0	0	2	13	18	4	17	0	0	0	0	131	0	0	0	0	0	0	826	209	0	1	6	202	0
Precinct 7311 - Election Day	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	2	11	9	2	21	0	0	0	0	108	0	0	0	0	0	0	901	175	0	2	3	170	0
Precinct 7311 - Vote By Mail	1	0	0	0	18	0	0	0	3	0	0	0	0	0	1	0	0	29	15	6	19	0	0	0	0	166	0	0	0	0	0	0	901	266	0	6	2	258	0
Precinct 7312 - Election Day	0	0	1	0	14	0	0	0	1	0	0	0	0	0	0	0	0	6	14	1	13	0	0	0	0	77	0	0	0	0	0	0	810	128	0	0	1	127	0
Precinct 7312 - Vote By Mail	1	0	0	0	27	0	0	0	4	0	0	0	1	0	2	2	1	29	36	3	15	0	0	1	0	199	2	0	0	0	0	0	810	332	0	4	5	323	0
Precinct 7313 - Election Day	2	0	0	0	11	0	0	0	2	0	0	0	0	0	1	0	0	14	5	1	17	0	0	0	0	81	0	0	0	0	0	0	925	135	0	0	1	134	0
Precinct 7313 - Vote By Mail	1	0	0	2	25	0	0	0	10	0	0	0	0	2	0	0	2	41	27	1	18	1	0	0	0	171	0	0	0	0	0	0	925	315	0	5	8	302	1
Precinct 7314 - Election Day	1	0	0	1	5	0	0	0	2	0	0	0	0	0	0	0	0	11	5	4	7	0	0	0	0	42	0	0	0	0	0	0	760	92	0	6	8	78	0
Precinct 7314 - Vote By Mail	0	1	0	0	5	0	0	0	3	0	1	0	0	0	0	0	1	42	6	2	8	1	0	0	1	96	1	0	0	0	0	0	760	213	0	21	24	168	0
Precinct 7315 - Election Day	0	0	0	1	17	0	0	0	1	0	0	0	0	0	1	1	1	13	3	0	17	0	0	0	0	58	0	0	0	0	0	0	725	119	0	3	3	113	0
Precinct 7315 - Vote By Mail	0	0	1	1	15	0	0	0	3	0	0	0	0	2	1	1	0	30	10	1	11	0	0	0	2	91	0	0	0	0	0	0	725	178	0	2	5	171	2
Precinct 7316 - Election Day	2	0	1	0	18	0	0	0	2	0	0	1	0	0	0	0	0	7	8	1	18	0	0	0	0	60	0	0	0	0	0	0	824	122	0	0	4	118	0
Precinct 7316 - Vote By Mail	4	1	1	0	24	0	0	0	10	0	0	1	0	0	0	0	1	57	12	3	17	0	0	1	1	121	0	0	0	0	0	0	824	266	0	1	11	254	0
Precinct 7317 - Election Day	0	0	0	0	16	1	0	0	1	0	0	0	0	0	0	0	1	14	6	2	12	0	0	0	0	61	0	0	0	0	0	0	886	117	0	2	1	114	0
Precinct 7317 - Vote By Mail	0	1	0	0	44	0	0	0	12	0	0	0	0	0	1	0	2	37	31	6	24	0	0	0	2	163	0	0	1	0	0	0	886	340	0	9	7	324	0
Precinct 7318 - Election Day	0	0	0	0	18	0	0	0	0	0	1	0	0	0	0	0	1	10	9	1	15	0	2	0	0	63	0	0	0	0	0	0	709	123	0	0	3	120	0
Precinct 7318 - Vote By Mail	0	0	0	0	16	0	1	0	4	0	0	0	0	0	0	2	0	56	9	4	15	0	0	0	0	122	1	0	0	0	0	0	709	243	0	5	8	230	0
Precinct 7319 - Election Day	1	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	2	14	12	0	20	0	1	0	0	114	0	0	0	0	0	0	1,035	182	0	3	4	175	0
Precinct 7319 - Vote By Mail	1	0	1	0	20	0	0	0	9	0	0	0	0	1	0	0	0	49	32	3	21	0	0	0	0	148	1	0	0	0	0	0	1,035	296	0	3	7	286	0
Precinct 7321 - Election Day	0	0	0	1	7	0	0	0	2	0	0	0	0	0	0	0	2	19	3	0	7	0	0	0	0	47	1	0	0	0	0	0	644	100	0	5	6	89	0
Precinct 7321 - Vote By Mail	0	0	0	3	8	0	0	0	14	0	0	0	0	0	0	0	1	39	20	3	9	0	1	1	1	104	0	0	0	0	0	0	644	211	0	2	5	204	0
Precinct 7322 - Election Day	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	15	2	1	8	0	0	0	0	22	0	0	0	0	0	0	859	60	0	1	6	53	0
Precinct 7322 - Vote By Mail	0	0	0	1	3	0	0	0	13	1	0	0	1	0	0	0	1	81	9	3	2	1	0	0	0	142	0	0	0	0	0	0	859	304	0	22	24	258	0
Precinct 7323 - Election Day	0	0	0	0	18	0	0	0	5	0	0	0	0	1	1	0	0	6	6	1	18	0	0	0	0	82	1	0	0	0	0	0	881	146	0	4	3	139	0
Precinct 7323 - Vote By Mail	0	0	0	1	14	0	0	0	9	0	0	0	0	0	0	0	2	31	16	5	20	0	0	0	0	161	2	0	0	0	0	0	881	273	0	4	8	261	0
Precinct 7324 - Election Day	0	0	0	2	6	0	1	0	1	0	0	0	0	1	1	0	0	20	10	1	13	0	1	0	0	66	0	0	0	0	0	0	687	125	0	0	2	123	0
Precinct 7324 - Vote By Mail	0	0	0	0	12	1	0	0	1	0	0	0	1	2	1	0	0	33	12	1	13	0	1	0	1	108	0	0	0	0	0	0	687	198	0	5	6	187	0
Precinct 7325 - Election Day	1	0	0	1	11	0	0	0	2	0	0	0	0	0	0	0	0	13	6	0	17	0	0	0	0	91	2	0	1	0	0	0	870	150	0	1	4	145	0
Precinct 7325 - Vote By Mail	1	2	0	0	24	0	0	0	5	0	0	0	0	0	0	0	0	39	13	3	23	0	0	0	0	153	0	0	0	0	0	0	870	276	0	6	6	264	1
Precinct 7326 - Election Day	1	0	0	0	13	0	0	0	2	0	0	0	1	0	0	1	0	18	6	1	15	0	0	0	0	88	0	0	0	0	0	0	853	150	0	1	2	147	1
Precinct 7326 - Vote By Mail	0	0	0	0	12	0	0	0	10	0	0	0	0	0	1	0	1	44	19	2	23	0	0	0	1	126	0	0	0	0	0	0	853	256	0	5	12	239	0
Precinct 7327 - Election Day	0	0	1	0	0	0	0	0	3	0	0	0	0	1	0	0	1	12	0	0	6	0	2	0	0	27	0	0	0	0	0	0	684	62	0	3	6	53	0
Precinct 7327 - Vote By Mail	0	0	1	1	5	2	2	0	17	0	0	0	0	0	0	0	3	85	11	1	8	0	0	0	1	103	0	0	0	0	0	0	684	277	0	18	19	240	0
Precinct 7328 - Election Day	0	0	1	0	3	0	0	0	2	0	0	0	0	0	0	0	1	14	3	3	7	0	0	0	0	24	0	0	2	0	0	0	950	70	0	4	6	60	0
Precinct 7328 - Vote By Mail	0	0	0	2	11	0	0	0	24	0	0	4	0	0	1	0	4	103	10	2	5	2	0	0	1	149	0	0	0	0	0	0	950	391	0	19	54	318	0
Precinct 7329 - Election Day	0	0	1	0	6	0	0	0	0	0	0	0	0	1	0	0	0	8	10	0	6	0	0	0	0	38	0	0	0	0	0	0	610	71	0	0	1	70	0
Precinct 7329 - Vote By Mail	0	1	0	1	17	0	0	0	4	1	0	0	1	1	1	0	0	29	29	4	5	0	0	0	0	100	1	0	0	0	0	0	610	205	0	6	4	195	0
Precinct 7331 - Election Day	0	1	0	0	23	1	0	0	2	0	0	0	0	0	0	0	1	10	24	4	12	0	0	0	0	51	1	0	0	0	0	0	860	130	0	0	0	130	0
Precinct 7331 - Vote By Mail	0	0	0	0	65	0	0	0	13	0	0	1	0	0	0	0	1	30	39	1	16	0	0	1	1	176	0	0	0	0	0	0	860	357	0	5	8	344	0
Precinct 7332 - Election Day	0	0	1	0	18	0	0	0	1	0	0	0	0	0	0	0	1	16	3	0	23	0	0	0	0	82	0	0	0	0	0	0	799	154	0	2	7	145	0
Precinct 7332 - Vote By Mail	2	0	0	0	15	0	0	0	7	0	0	1	0	1	0	1	0	19	12	7	27	0	0	1	0	106	0	0	0	0	0	0	799	209	0	3	6	200	1
Precinct 7333 - Election Day	1	0	0	0	17	0	0	0	1	0	0	1	0	1	0	0	0	14	8	4	26	0	0	0	1	92	0	0	0	0	0	0	974	174	0	3	5	166	0
Precinct 7333 - Vote By Mail	0	0	0	1	20	0	0	0	8	0	0	0	0	1	0	1	1	52	24	3	20	0	0	0	0	176	0	0	0	0	0	0	974	323	0	8	8	307	0
Precinct 7334 - Election Day	1	0	0	0	9	0	0	0	1	0	0	0	0	1	1	0	0	5	4	1	27	0	0	0	0	59	0	0	0	0	0	0	854	113	0	1	3	109	0
Precinct 7334 - Vote By Mail	0	0	0	0	20	1	0	0	3	0	0	0	0	0	0	0	1	32	20	5	26	0	0	0	0	149	1	0	0	0	0	0	854	275	0	3	12	260	2
Precinct 7335 - Election Day	2	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	12	8	0	11	0	0	0	0	97	0	0	0	0	0	0	936	144	0	0	2	142	0
Precinct 7335 - Vote By Mail	1	0	0	0	38	0	0	0	8	0	0	1	0	0	2	0	0	39	32	3	16	0	1	1	0	200	1	0	0	0	0	0	936	354	0	3	8	343	0
Precinct 7336 - Election Day	0	0	0	0	23	0	0	0	0	0	0	0	0	1	0	0	0	8	6	1	21	0	0	0	0	91	0	0	0	0	0	0	920	155	0	0	4	151	0
Precinct 7336 - Vote By Mail	1	0	0	0	40	0	0	0	9	0	0	0	0	0	1	1	2	19	41	3	26	0	0	0	0	171	0	0	0	0	0	0	920	324	0	4	5	315	1
Precinct 7337 - Election Day	0	0	1	0	7	0	0	0	1	0	0	0	0	0	0	0	2	16	10	1	11	0	0	1	0	55	0	0	0	0	0	0	825	115	0	1	9	105	0
Precinct 7337 - Vote By Mail	0	1	0	0	30	1	0	0	9	0	0	0	0	0	0	0	0	41	31	3	25	0	0	0	0	147	1	0	0	0	0	0	825	305	0	8	8	289	0
Precinct 7338 - Election Day	0	0	1	0	5	0	0	0	1	0	0	0	0	0	0	0	0	21	5	1	10	1	1	0	0	44	0	0	0	0	0	0	884	100	0	6	4	90	0
Precinct 7338 - Vote By Mail	0	1	3	1	12	1	0	0	17	0	0	0	0	1	0	0	0	76	28	1	12	1	2	0	0	158	0	0	0	0	0	0	884	364	0	22	28	314	0
Precinct 7339 - Election Day	0	0	1	0	15	0	1	0	1	0	0	0	0	0	0	0	0	8	9	4	10	0	0	0	0	56	0	0	0	0	0	0	618	111	0	2	4	105	0
Precinct 7339 - Vote By Mail	0	0	0	1	12	1	0	0	2	0	0	0	0	2	1	1	1	22	4	0	15	0	0	0	1	106	0	0	0	0	0	0	618	181	0	5	7	169	0
Precinct 7341 - Election Day	1	0	3	0	14	0	1	0	2	0	0	0	0	1	1	0	1	7	6	3	17	0	0	0	0	59	0	0	0	0	0	0	877	124	0	1	7	116	0
Precinct 7341 - Vote By Mail	2	0	1	0	21	0	0	0	4	1	1	1	0	1	2	1	0	23	14	7	24	0	2	0	0	131	2	0	1	0	0	0	877	246	0	4	3	239	0
Precinct 7342 - Election Day	1	0	1	0	16	1	0	0	2	0	0	0	0	2	1	0	3	12	13	3	39	0	0	0	1	131	0	0	0	0	0	0	911	234	0	4	4	226	0
Precinct 7342 - Vote By Mail	3	0	0	0	22	0	0	0	2	0	0	1	0	0	2	1	0	21	16	5	25	0	0	0	0	145	1	0	0	0	0	0	911	251	0	1	6	244	0
Precinct 7343 - Election Day	1	0	1	0	12	0	0	0	0	0	0	0	0	0	0	0	0	5	4	1	24	0	1	0	0	86	1	0	0	0	0	0	707	144	0	4	4	136	0
Precinct 7343 - Vote By Mail	3	0	2	0	10	0	0	0	5	1	0	0	0	2	0	0	0	10	8	4	30	0	0	0	0	103	0	0	0	0	0	0	707	186	0	4	4	178	0
Precinct 7344 - Election Day	1	0	4	0	11	0	0	0	5	0	1	0	0	0	0	0	1	16	12	3	21	0	1	0	0	100	0	0	0	0	0	0	1,039	179	0	0	3	176	0
