Subtotal Area	JEFF BLEICH	ELENI KOUNALAKIS	CAMERON GHARABIKLOU	TIM FERREIRA	DAVID FENNELL	DANNY THOMAS	COLE HARRIS	ED HERNANDEZ	DAVID R. HERNANDEZ	LYDIA ORTEGA	GAYLE MCLAUGHLIN	MARJAN S. FARIBA	Registered Voters	Ballots Cast	Ballots Rejected	Overvotes	Undervotes	Total Votes	Write-in Votes
Precinct 9705 - None	59	86	1	2	5	3	9	61	0	8	44	0	879	309	0	0	31	278	0
Precinct 9706 MB - None	6	12	0	0	1	0	0	4	0	0	6	0	51	32	0	0	3	29	0
Precinct 9707 - None	37	26	0	3	3	0	8	9	8	6	9	0	799	121	0	0	12	109	0
Precinct 9707 - None	57	99	1	5	8	4	26	56	9	15	22	0	799	355	0	0	51	304	2
Precinct 9708 - None	35	56	1	0	2	0	6	27	1	4	36	0	919	193	0	1	24	168	0
Precinct 9708 - None	65	98	2	6	4	4	6	38	8	10	35	0	919	324	0	0	47	277	1
Precinct 9709 - None	43	42	0	1	5	0	7	36	8	3	20	0	998	196	0	0	31	165	0
Precinct 9709 - None	75	104	1	5	9	2	18	46	8	20	19	0	998	355	0	0	47	308	1
Precinct 9711 - None	29	46	0	2	1	2	3	30	14	3	21	0	625	167	0	0	15	152	1
Precinct 9711 - None	62	68	4	7	9	3	15	30	8	12	16	0	625	254	0	0	20	234	0
Precinct 9712 - None	45	27	0	1	0	1	7	24	5	4	14	0	651	134	0	0	6	128	0
Precinct 9712 - None	50	79	0	4	12	2	19	48	6	9	30	0	651	288	0	0	29	259	0
Precinct 9713 - None	28	29	3	3	5	1	15	13	7	1	21	0	930	161	0	0	34	127	1
Precinct 9713 - None	64	92	2	0	18	2	37	51	10	13	30	0	930	362	0	0	43	319	0
Precinct 9714 - None	34	38	0	3	11	0	5	19	7	5	19	0	911	154	0	0	12	142	1
Precinct 9714 - None	79	81	3	4	17	1	20	55	13	12	26	0	911	367	0	0	55	312	1
Precinct 9715 - None	62	33	0	0	2	0	4	22	6	4	17	0	566	162	0	0	12	150	0
Precinct 9715 - None	65	49	0	1	11	0	21	23	6	6	9	0	566	218	0	1	26	191	0
Precinct 9716 - None	32	44	1	6	8	0	10	29	5	7	32	0	928	198	0	0	24	174	0
Precinct 9716 - None	64	88	4	7	13	4	17	52	17	14	28	0	928	368	0	0	60	308	0
Precinct 9717 - None	43	38	1	1	5	2	13	31	8	8	23	0	967	206	0	0	30	176	3
Precinct 9717 - None	79	99	3	2	18	1	13	56	8	13	36	0	967	371	0	1	42	328	0
Precinct 9718 - None	36	56	1	1	6	4	6	19	9	11	20	0	843	183	0	0	14	169	0
Precinct 9718 - None	89	96	4	5	17	4	26	44	13	16	32	0	843	385	0	0	37	348	2
Precinct 9719 - None	51	47	1	7	1	1	9	25	6	4	19	0	863	186	0	0	15	171	0
Precinct 9719 - None	109	102	2	1	12	0	33	43	11	16	16	0	863	389	0	2	41	346	1
Precinct 9721 - None	49	57	1	4	5	0	12	18	7	4	7	0	653	182	0	0	17	165	1
Precinct 9721 - None	66	51	1	4	17	0	11	34	7	8	9	0	653	250	0	1	40	209	1
Precinct 9722 - None	20	19	1	0	5	0	3	14	6	2	5	0	593	86	0	0	11	75	0
Precinct 9722 - None	49	70	1	9	14	0	19	29	15	16	26	0	593	269	0	0	21	248	0
Precinct 9723 - None	16	19	2	0	4	0	7	8	5	1	2	0	458	74	0	0	10	64	0
Precinct 9723 - None	32	42	3	2	15	1	18	35	4	10	5	0	458	198	0	0	31	167	0
Precinct 9724 - None	30	30	1	1	7	2	11	21	5	8	9	0	950	144	0	0	19	125	0
Precinct 9724 - None	53	82	1	10	25	5	28	56	24	26	15	0	950	386	0	1	60	325	0
Precinct 9725 - None	23	18	1	2	11	2	8	11	10	4	11	0	941	118	0	0	17	101	0
Precinct 9725 - None	65	76	1	3	22	3	24	44	25	14	16	0	941	350	0	0	56	294	1
Precinct 9726 - None	12	19	1	0	3	0	8	20	2	2	10	0	685	83	0	0	6	77	0
Precinct 9726 - None	21	26	6	1	6	0	14	28	9	7	8	0	685	137	0	0	9	128	2
Precinct 9727 - None	18	16	1	0	5	0	2	4	3	0	6	0	435	60	0	0	5	55	0
Precinct 9727 - None	28	46	2	0	24	1	22	25	12	9	13	0	435	205	0	0	23	182	0
Precinct 9728 - None	49	52	0	2	5	2	16	31	8	8	12	0	906	204	0	0	19	185	0
Precinct 9728 - None	87	86	3	4	24	1	31	47	12	20	21	0	906	378	0	2	39	337	1
Precinct 9729 - None	44	26	2	4	11	2	14	15	9	5	7	0	782	161	0	0	22	139	0
Precinct 9729 - None	79	70	1	4	11	2	22	33	14	15	8	0	782	304	0	2	43	259	0
Precinct 9731 - None	46	29	1	3	9	0	11	12	6	3	6	0	529	138	0	0	12	126	0
Precinct 9731 - None	44	42	3	3	5	2	13	17	6	8	13	0	529	189	0	0	32	157	1
Precinct 9732 MB - None	14	14	0	0	1	0	4	6	1	0	2	0	73	43	0	0	1	42	0
Precinct 9733 MB - None	32	44	1	3	5	0	5	24	3	1	18	0	224	146	0	0	10	136	0
Precinct 9734 - None	42	34	0	3	6	3	4	11	2	4	4	0	577	122	0	0	9	113	0
Precinct 9734 - None	65	79	1	1	8	1	23	29	8	9	8	0	577	261	0	0	28	233	1
Precinct 9735 - None	38	41	1	0	4	1	10	24	4	2	9	0	782	167	0	1	31	135	1
Precinct 9735 - None	81	83	2	3	17	0	19	52	13	24	15	0	782	344	0	2	33	309	0
Precinct 9736 - None	37	33	1	7	8	0	5	10	6	5	18	0	699	145	0	0	15	130	0
Precinct 9736 - None	84	79	1	5	8	1	12	46	4	12	20	0	699	305	0	3	30	272	0
Precinct 9737 - None	45	46	0	3	7	1	5	30	4	4	18	0	792	175	0	0	12	163	0
Precinct 9737 - None	81	99	1	1	9	0	20	45	13	9	34	0	792	343	0	2	29	312	0
Precinct 9738 - None	14	23	0	3	3	0	8	18	3	3	16	0	830	99	0	0	8	91	0
Precinct 9738 - None	54	80	0	3	6	0	18	40	9	4	24	0	830	263	0	1	22	240	2
Precinct 9739 - None	19	32	1	0	1	1	7	25	5	6	19	0	826	126	0	1	9	116	0
Precinct 9739 - None	35	46	4	1	7	3	6	36	7	10	24	0	826	193	0	1	13	179	0
Precinct 9741 - None	4	4	1	0	0	0	0	4	0	0	4	0	1,022	19	0	0	2	17	0
Precinct 9741 - None	2	15	1	0	0	0	0	2	0	0	2	0	1,022	24	0	0	2	22	0
Precinct 9742 - None	21	32	5	1	2	1	10	21	11	8	8	0	647	134	0	0	14	120	0
Precinct 9742 - None	39	35	3	0	7	0	20	17	6	11	16	0	647	187	0	0	33	154	0
Precinct 9743 - None	17	59	0	2	4	2	4	33	3	7	22	0	1,093	172	0	0	19	153	0
Precinct 9743 - None	51	97	2	2	9	1	18	68	6	8	28	0	1,093	317	0	1	26	290	0
Precinct 9744 - None	25	26	4	1	0	1	11	27	7	5	22	0	902	141	0	0	10	131	2
Precinct 9744 - None	18	78	3	2	8	0	20	36	8	9	25	0	902	234	0	1	25	208	1
Precinct 9745 - None	18	26	4	0	6	0	8	32	8	2	22	0	934	141	0	0	14	127	1
Precinct 9745 - None	31	60	1	2	4	0	8	49	12	8	17	0	934	205	0	0	13	192	0
Precinct 9746 - None	40	44	0	1	14	0	9	28	10	8	13	0	867	192	0	1	23	168	1
Precinct 9746 - None	65	102	0	6	18	0	16	41	9	15	29	0	867	334	0	0	33	301	0
Precinct 9747 - None	33	59	0	2	4	1	7	24	4	5	38	0	940	198	0	0	21	177	0
Precinct 9747 - None	37	90	5	1	6	3	16	58	16	15	38	0	940	323	0	1	37	285	0
Precinct 9748 - None	28	42	0	3	6	1	9	23	6	5	19	0	913	164	0	1	18	145	3
Precinct 9748 - None	57	87	3	2	12	5	25	46	7	18	37	0	913	342	0	1	42	299	0
Precinct 9749 - None	25	27	5	1	2	1	8	21	4	3	19	0	893	143	0	0	27	116	0
Precinct 9749 - None	39	49	5	1	3	3	16	65	8	8	31	0	893	266	0	0	37	229	1
Precinct 9751 - None	42	34	0	1	7	1	4	27	9	3	8	0	977	157	0	0	20	137	1
Precinct 9751 - None	86	88	7	2	11	1	17	82	9	14	25	0	977	384	0	0	41	343	1
Precinct 9752 - None	29	39	1	2	2	0	8	21	9	5	15	0	692	143	0	1	11	131	0
Precinct 9752 - None	56	80	0	3	11	1	16	45	9	13	38	0	692	305	0	0	33	272	0
Precinct 9753 - None	33	33	1	0	1	0	0	27	2	8	24	0	735	148	0	0	18	130	1
Precinct 9753 - None	42	63	3	1	5	2	14	57	5	15	33	0	735	266	0	0	26	240	0
Precinct 9754 - None	28	47	2	1	4	0	4	29	7	1	34	0	701	169	0	0	12	157	0
Precinct 9754 - None	54	91	2	1	6	2	11	54	3	8	33	0	701	296	0	1	30	265	0
Precinct 9755 - None	27	26	0	2	4	4	1	19	6	3	19	0	553	120	0	0	8	112	1
Precinct 9755 - None	35	57	1	3	5	0	10	40	4	17	14	0	553	201	0	2	13	186	0
Precinct 9756 - None	18	38	1	3	3	2	4	27	1	5	6	0	908	126	0	0	18	108	0
Precinct 9756 - None	34	61	8	2	12	3	31	70	6	9	23	0	908	297	0	0	38	259	0
Precinct 9801 - None	12	13	0	2	3	0	4	12	6	3	9	0	399	76	0	0	12	64	0
Precinct 9801 - None	16	53	1	2	2	0	5	30	7	0	22	0	399	148	0	0	10	138	0
Congressional District 12	41,253	57,858	1,748	3,003	4,634	1,760	9,302	33,750	4,113	6,012	33,742	4	426,647	225,360	0	507	27,219	197,634	455
Congressional District 14	4,829	6,593	248	333	927	181	1,644	5,185	1,050	1,164	2,665	0	55,344	28,223	0	81	3,245	24,897	78
Assembly District 17	26,521	39,324	1,241	1,938	2,398	1,332	5,637	21,662	1,956	3,359	23,867	2	280,269	147,301	0	378	17,393	129,530	293
Assembly District 19	19,561	25,127	755	1,398	3,163	609	5,309	17,273	3,207	3,817	12,540	2	201,722	106,282	0	210	13,071	93,001	240
BART District 7	2,507	4,279	167	275	250	192	781	2,593	233	506	1,414	0	36,166	15,261	0	50	1,971	13,240	43
BART District 8	20,594	26,370	857	1,492	3,409	830	6,250	18,105	3,271	4,124	11,972	2	215,670	112,119	0	224	14,369	97,526	250
BART District 9	22,981	33,802	972	1,569	1,902	919	3,915	18,237	1,659	2,546	23,021	2	230,155	126,203	0	314	14,124	111,765	240
Supervisorial District 1	3,946	5,141	157	280	583	124	961	3,651	588	709	3,512	0	40,919	22,431	0	42	2,691	19,698	46
Supervisorial District 2	5,832	6,541	119	362	741	78	1,288	3,241	587	802	1,835	1	48,242	24,389	0	50	2,884	21,455	28
Supervisorial District 3	3,341	4,409	173	264	436	243	1,082	2,914	289	524	2,141	0	38,273	18,567	0	41	2,675	15,851	35
Supervisorial District 4	3,298	4,625	180	313	765	179	1,263	3,711	768	934	2,704	1	41,216	21,994	0	31	3,154	18,809	68
Supervisorial District 5	5,522	7,713	216	343	354	136	630	3,892	319	434	5,653	0	52,114	28,694	0	75	3,354	25,265	53
Supervisorial District 6	2,983	4,632	226	338	334	260	859	2,729	231	528	2,115	1	41,151	17,498	0	67	2,153	15,278	42
Supervisorial District 7	5,315	6,790	185	304	885	158	1,423	3,853	788	925	2,611	0	46,301	26,230	0	46	2,902	23,282	45
Supervisorial District 8	7,519	11,231	194	389	393	139	749	4,432	281	472	6,311	1	56,415	36,015	0	45	3,804	32,166	55
Supervisorial District 9	3,452	5,127	180	275	298	193	719	3,542	384	505	5,355	0	41,665	22,565	0	65	2,418	20,082	52
Supervisorial District 10	2,626	4,635	199	259	305	249	929	3,217	318	557	2,162	0	39,848	17,900	0	56	2,340	15,504	48
Supervisorial District 11	2,248	3,607	167	209	467	182	1,043	3,753	610	786	2,008	0	35,847	17,300	0	70	2,089	15,141	61
Bayview/Hunters Point	919	2,086	101	110	133	137	418	1,595	153	295	734	0	19,131	7,881	0	34	1,141	6,706	25
Chinatown	1,430	1,828	90	120	177	116	473	1,262	131	235	806	0	16,742	8,038	0	13	1,342	6,683	15
Civic Center/Downtown	1,858	2,932	136	189	272	219	626	2,071	197	332	1,749	0	27,631	12,231	0	49	1,573	10,609	28
Diamond Heights	1,039	1,443	22	37	80	33	156	581	34	87	535	0	6,857	4,487	0	14	418	4,055	8
Excelsior	1,709	2,563	132	152	373	143	822	2,769	451	586	1,549	0	26,541	12,895	0	50	1,557	11,288	39
Haight Ashbury	1,771	2,183	62	92	82	20	137	1,002	60	98	1,907	0	14,552	8,410	0	20	964	7,426	12
Ingleside	683	1,285	55	68	119	48	289	1,209	191	228	569	0	11,506	5,461	0	20	674	4,767	23
Inner Sunset	1,121	1,330	30	63	80	17	112	803	90	112	1,065	0	9,393	5,438	0	6	599	4,833	10
Lake Merced	540	858	37	35	141	21	226	593	152	134	301	0	8,641	3,424	0	6	371	3,047	9
Laurel Heights/Anza Vista	1,057	1,291	27	66	116	10	146	773	104	131	727	0	9,744	5,037	0	14	569	4,454	6
Marina Pacific Heights	4,464	5,232	99	292	601	64	1,032	2,494	435	626	1,379	1	38,757	19,070	0	45	2,284	16,741	22
Mission	2,542	3,613	115	210	132	111	315	2,343	229	291	4,429	0	30,096	16,088	0	37	1,678	14,373	43
Noe Valley	2,288	3,236	59	121	140	19	228	1,337	77	144	1,806	0	16,415	10,584	0	8	1,105	9,471	16
North Bernal Heights	945	1,451	37	56	41	22	88	736	53	88	1,408	0	8,622	5,494	0	11	544	4,939	14
North Embarcadero	726	916	24	50	101	41	220	522	52	115	359	0	6,827	3,580	0	8	440	3,132	6
Portola	578	904	44	62	152	83	377	838	118	185	476	0	8,914	4,445	0	21	593	3,831	14
Potrero Hill	1,643	2,245	60	125	116	37	241	1,069	70	169	1,234	0	15,511	7,917	0	11	886	7,020	11
Richmond	3,398	4,493	136	249	517	118	871	3,228	519	634	3,101	0	35,688	19,724	0	35	2,384	17,305	41
Sea Cliff/Presidio Heights	1,180	1,142	30	52	121	21	257	614	130	148	359	0	7,813	4,593	0	3	528	4,062	8
South of Bernal Heights	1,025	1,521	33	57	68	32	131	747	79	86	1,072	0	9,230	5,452	0	7	586	4,859	8
South of Market	1,877	2,730	130	205	190	106	538	1,457	118	301	1,132	1	23,278	10,026	0	35	1,185	8,806	21
Sunset	3,257	4,550	176	310	759	179	1,252	3,658	763	918	2,639	1	40,651	21,684	0	31	3,124	18,529	67
Upper Market/Eureka Valley	2,542	4,153	68	125	90	48	213	1,429	78	114	1,944	1	18,424	12,111	0	16	1,280	10,815	10
Visitation Valley	339	645	49	47	71	81	305	722	100	141	225	0	7,867	3,226	0	11	475	2,740	15
West of Twin Peaks	4,448	5,480	124	247	701	120	1,107	2,894	598	736	1,992	0	33,960	20,797	0	39	2,279	18,479	32
Western Addition	2,703	4,341	120	196	188	95	366	2,189	181	242	2,910	0	29,200	15,490	0	44	1,885	13,561	30
